Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
273,An increase in exam vouchers directly leads to more answer clarity during mock interviews.,No,An increase in exam vouchers leads to more mock interviews and an increase in mock interviews leads to more answer clarity.,Yes,B_A,exam vouchers,mock interviews,answer clarity
274,An increase in coach access directly leads to more pitch accuracy during singing drills.,No,An increase in coach access leads to more singing drills and an increase in singing drills leads to more pitch accuracy.,Yes,B_A,coach access,singing drills,pitch accuracy
275,An increase in instrument rental directly leads to more finger agility during rehearsal hours.,No,An increase in instrument rental leads to more rehearsal hours and an increase in rehearsal hours leads to more finger agility.,Yes,B_A,instrument rental,rehearsal hours,finger agility
276,An increase in seat availability directly leads to more topic exposure during seminar attendance.,No,An increase in seat availability leads to more seminar attendance and an increase in seminar attendance leads to more topic exposure.,Yes,B_A,seat availability,seminar attendance,topic exposure
277,An increase in workshop badges directly leads to more pitching skill during demo attempts.,No,An increase in workshop badges leads to more demo attempts and an increase in demo attempts leads to more pitching skill.,Yes,B_A,workshop badges,demo attempts,pitching skill
278,An increase in track passes directly leads to more stamina gain during sprint repeats.,No,An increase in track passes leads to more sprint repeats and an increase in sprint repeats leads to more stamina gain.,Yes,B_A,track passes,sprint repeats,stamina gain
279,An increase in trial allowance directly leads to more concentration accuracy during titration trials.,No,An increase in trial allowance leads to more titration trials and an increase in titration trials leads to more concentration accuracy.,Yes,B_A,trial allowance,titration trials,concentration accuracy
280,An increase in peer roster directly leads to more draft improvement during feedback circles.,No,An increase in peer roster leads to more feedback circles and an increase in feedback circles leads to more draft improvement.,Yes,B_A,peer roster,feedback circles,draft improvement
281,An increase in audition slots directly leads to more acting confidence during scene takes.,No,An increase in audition slots leads to more scene takes and an increase in scene takes leads to more acting confidence.,Yes,B_A,audition slots,scene takes,acting confidence
282,An increase in build supplies directly leads to more design intuition during prototype iterations.,No,An increase in build supplies leads to more prototype iterations and an increase in prototype iterations leads to more design intuition.,Yes,B_A,build supplies,prototype iterations,design intuition
283,An increase in metro credits directly leads to more arrival reliability during subway trips.,No,An increase in metro credits leads to more subway trips and an increase in subway trips leads to more arrival reliability.,Yes,B_A,metro credits,subway trips,arrival reliability
284,An increase in exhibit coupons directly leads to more culture awareness during gallery strolls.,No,An increase in exhibit coupons leads to more gallery strolls and an increase in gallery strolls leads to more culture awareness.,Yes,B_A,exhibit coupons,gallery strolls,culture awareness
285,An increase in journal supply directly leads to more insight depth during writing entries.,No,An increase in journal supply leads to more writing entries and an increase in writing entries leads to more insight depth.,Yes,B_A,journal supply,writing entries,insight depth
286,An increase in sheet bundle directly leads to more note accuracy during sight readings.,No,An increase in sheet bundle leads to more sight readings and an increase in sight readings leads to more note accuracy.,Yes,B_A,sheet bundle,sight readings,note accuracy
287,An increase in call roster directly leads to more customer empathy during support calls.,No,An increase in call roster leads to more support calls and an increase in support calls leads to more customer empathy.,Yes,B_A,call roster,support calls,customer empathy
288,An increase in pickup schedule directly leads to more street cleanliness during trash pickups.,No,An increase in pickup schedule leads to more trash pickups and an increase in trash pickups leads to more street cleanliness.,Yes,B_A,pickup schedule,trash pickups,street cleanliness
289,An increase in entry discount directly leads to more history knowledge during exhibit visits.,No,An increase in entry discount leads to more exhibit visits and an increase in exhibit visits leads to more history knowledge.,Yes,B_A,entry discount,exhibit visits,history knowledge
290,An increase in scan quota directly leads to more detection accuracy during microscope scans.,No,An increase in scan quota leads to more microscope scans and an increase in microscope scans leads to more detection accuracy.,Yes,B_A,scan quota,microscope scans,detection accuracy
291,An increase in climb tokens directly leads to more grip endurance during wall climbs.,No,An increase in climb tokens leads to more wall climbs and an increase in wall climbs leads to more grip endurance.,Yes,B_A,climb tokens,wall climbs,grip endurance
292,An increase in model kits directly leads to more spatial reasoning during assembly builds.,No,An increase in model kits leads to more assembly builds and an increase in assembly builds leads to more spatial reasoning.,Yes,B_A,model kits,assembly builds,spatial reasoning
293,An increase in staging accounts directly leads to more release stability during deploy rehearsals.,No,An increase in staging accounts leads to more deploy rehearsals and an increase in deploy rehearsals leads to more release stability.,Yes,B_A,staging accounts,deploy rehearsals,release stability
294,An increase in partner rotation directly leads to more speaking comfort during chat exchanges.,No,An increase in partner rotation leads to more chat exchanges and an increase in chat exchanges leads to more speaking comfort.,Yes,B_A,partner rotation,chat exchanges,speaking comfort
295,An increase in rehearsal lineup directly leads to more harmony precision during ensemble pieces.,No,An increase in rehearsal lineup leads to more ensemble pieces and an increase in ensemble pieces leads to more harmony precision.,Yes,B_A,rehearsal lineup,ensemble pieces,harmony precision
296,An increase in video license directly leads to more exam recall during replay views.,No,An increase in video license leads to more replay views and an increase in replay views leads to more exam recall.,Yes,B_A,video license,replay views,exam recall
297,An increase in archive digitization directly leads to more research knowledge during document reads.,No,An increase in archive digitization leads to more document reads and an increase in document reads leads to more research knowledge.,Yes,B_A,archive digitization,document reads,research knowledge
298,An increase in marathon entry directly leads to more pacing skill during race attempts.,No,An increase in marathon entry leads to more race attempts and an increase in race attempts leads to more pacing skill.,Yes,B_A,marathon entry,race attempts,pacing skill
299,An increase in quiz tokens directly leads to more answer speed during mock quizzes.,No,An increase in quiz tokens leads to more mock quizzes and an increase in mock quizzes leads to more answer speed.,Yes,B_A,quiz tokens,mock quizzes,answer speed
300,An increase in debate slots directly leads to more voice projection during speech deliveries.,No,An increase in debate slots leads to more speech deliveries and an increase in speech deliveries leads to more voice projection.,Yes,B_A,debate slots,speech deliveries,voice projection
301,An increase in server uptime directly leads to more bug coverage during testing cycles.,No,An increase in server uptime leads to more testing cycles and an increase in testing cycles leads to more bug coverage.,Yes,B_A,server uptime,testing cycles,bug coverage
302,An increase in tool availability directly leads to more hand steadiness during craft attempts.,No,An increase in tool availability leads to more craft attempts and an increase in craft attempts leads to more hand steadiness.,Yes,B_A,tool availability,craft attempts,hand steadiness
303,An increase in market hours directly leads to more pricing sense during sales chats.,No,An increase in market hours leads to more sales chats and an increase in sales chats leads to more pricing sense.,Yes,B_A,market hours,sales chats,pricing sense
304,An increase in kitchen space directly leads to more timing intuition during baking batches.,No,An increase in kitchen space leads to more baking batches and an increase in baking batches leads to more timing intuition.,Yes,B_A,kitchen space,baking batches,timing intuition
305,An increase in trail maps directly leads to more navigation memory during hiking loops.,No,An increase in trail maps leads to more hiking loops and an increase in hiking loops leads to more navigation memory.,Yes,B_A,trail maps,hiking loops,navigation memory
306,An increase in lab booking directly leads to more detection skill during microscope scans.,No,An increase in lab booking leads to more microscope scans and an increase in microscope scans leads to more detection skill.,Yes,B_A,lab booking,microscope scans,detection skill
307,An increase in paper supply directly leads to more shading control during drawing pages.,No,An increase in paper supply leads to more drawing pages and an increase in drawing pages leads to more shading control.,Yes,B_A,paper supply,drawing pages,shading control
308,An increase in music library directly leads to more rhythm sense during listening hours.,No,An increase in music library leads to more listening hours and an increase in listening hours leads to more rhythm sense.,Yes,B_A,music library,listening hours,rhythm sense
309,An increase in parking budget directly leads to more traffic patience during driving outings.,No,An increase in parking budget leads to more driving outings and an increase in driving outings leads to more traffic patience.,Yes,B_A,parking budget,driving outings,traffic patience
310,An increase in mentor pool directly leads to more writing tone during feedback talks.,No,An increase in mentor pool leads to more feedback talks and an increase in feedback talks leads to more writing tone.,Yes,B_A,mentor pool,feedback talks,writing tone
311,An increase in boat rentals directly leads to more steering skill during sailing trips.,No,An increase in boat rentals leads to more sailing trips and an increase in sailing trips leads to more steering skill.,Yes,B_A,boat rentals,sailing trips,steering skill
312,An increase in camera storage directly leads to more composition sense during photo walks.,No,An increase in camera storage leads to more photo walks and an increase in photo walks leads to more composition sense.,Yes,B_A,camera storage,photo walks,composition sense
313,An increase in meeting rooms directly leads to more roadmap alignment during planning huddles.,No,An increase in meeting rooms leads to more planning huddles and an increase in planning huddles leads to more roadmap alignment.,Yes,B_A,meeting rooms,planning huddles,roadmap alignment
314,An increase in hotline ads directly leads to more issue insight during help calls.,No,An increase in hotline ads leads to more help calls and an increase in help calls leads to more issue insight.,Yes,B_A,hotline ads,help calls,issue insight
315,An increase in forum posts directly leads to more solution depth during question threads.,No,An increase in forum posts leads to more question threads and an increase in question threads leads to more solution depth.,Yes,B_A,forum posts,question threads,solution depth
316,An increase in library shelves directly leads to more discovery joy during browsing time.,No,An increase in library shelves leads to more browsing time and an increase in browsing time leads to more discovery joy.,Yes,B_A,library shelves,browsing time,discovery joy
317,An increase in talk listings directly leads to more speaker confidence during public talks.,No,An increase in talk listings leads to more public talks and an increase in public talks leads to more speaker confidence.,Yes,B_A,talk listings,public talks,speaker confidence
318,An increase in job postings directly leads to more hiring accuracy during interview rounds.,No,An increase in job postings leads to more interview rounds and an increase in interview rounds leads to more hiring accuracy.,Yes,B_A,job postings,interview rounds,hiring accuracy
319,An increase in match schedule directly leads to more team chemistry during friendly matches.,No,An increase in match schedule leads to more friendly matches and an increase in friendly matches leads to more team chemistry.,Yes,B_A,match schedule,friendly matches,team chemistry
320,An increase in grant approvals directly leads to more terrain knowledge during field expeditions.,No,An increase in grant approvals leads to more field expeditions and an increase in field expeditions leads to more terrain knowledge.,Yes,B_A,grant approvals,field expeditions,terrain knowledge
321,An increase in desk booking directly leads to more concept grasp during study meetups.,No,An increase in desk booking leads to more study meetups and an increase in study meetups leads to more concept grasp.,Yes,B_A,desk booking,study meetups,concept grasp
322,An increase in bike lanes directly leads to more balance control during cycling commutes.,No,An increase in bike lanes leads to more cycling commutes and an increase in cycling commutes leads to more balance control.,Yes,B_A,bike lanes,cycling commutes,balance control
323,An increase in gym coupons directly leads to more posture control during lifting sets.,No,An increase in gym coupons leads to more lifting sets and an increase in lifting sets leads to more posture control.,Yes,B_A,gym coupons,lifting sets,posture control
324,An increase in camera permits directly leads to more framing accuracy during filming walks.,No,An increase in camera permits leads to more filming walks and an increase in filming walks leads to more framing accuracy.,Yes,B_A,camera permits,filming walks,framing accuracy
325,An increase in stall rentals directly leads to more pricing confidence during market stalls.,No,An increase in stall rentals leads to more market stalls and an increase in market stalls leads to more pricing confidence.,Yes,B_A,stall rentals,market stalls,pricing confidence
326,An increase in gear allowance directly leads to more grip stamina during wall ascents.,No,An increase in gear allowance leads to more wall ascents and an increase in wall ascents leads to more grip stamina.,Yes,B_A,gear allowance,wall ascents,grip stamina
327,An increase in lab appointment directly leads to more colony accuracy during culture plates.,No,An increase in lab appointment leads to more culture plates and an increase in culture plates leads to more colony accuracy.,Yes,B_A,lab appointment,culture plates,colony accuracy
328,An increase in kitchen booking directly leads to more seasoning balance during taste tests.,No,An increase in kitchen booking leads to more taste tests and an increase in taste tests leads to more seasoning balance.,Yes,B_A,kitchen booking,taste tests,seasoning balance
329,An increase in rink voucher directly leads to more ankle stability during skating loops.,No,An increase in rink voucher leads to more skating loops and an increase in skating loops leads to more ankle stability.,Yes,B_A,rink voucher,skating loops,ankle stability
330,An increase in debate ticket directly leads to more voice power during podium speeches.,No,An increase in debate ticket leads to more podium speeches and an increase in podium speeches leads to more voice power.,Yes,B_A,debate ticket,podium speeches,voice power
331,An increase in airspace permit directly leads to more steering precision during drone sorties.,No,An increase in airspace permit leads to more drone sorties and an increase in drone sorties leads to more steering precision.,Yes,B_A,airspace permit,drone sorties,steering precision
332,An increase in studio schedule directly leads to more shot consistency during camera setups.,No,An increase in studio schedule leads to more camera setups and an increase in camera setups leads to more shot consistency.,Yes,B_A,studio schedule,camera setups,shot consistency
333,An increase in volunteer badge directly leads to more empathy depth during outreach shifts.,No,An increase in volunteer badge leads to more outreach shifts and an increase in outreach shifts leads to more empathy depth.,Yes,B_A,volunteer badge,outreach shifts,empathy depth
334,An increase in garden share directly leads to more leaf fullness during watering turns.,No,An increase in garden share leads to more watering turns and an increase in watering turns leads to more leaf fullness.,Yes,B_A,garden share,watering turns,leaf fullness
335,An increase in coach stipend directly leads to more stride efficiency during sprint repeats.,No,An increase in coach stipend leads to more sprint repeats and an increase in sprint repeats leads to more stride efficiency.,Yes,B_A,coach stipend,sprint repeats,stride efficiency
336,An increase in archive membership directly leads to more citation accuracy during document reviews.,No,An increase in archive membership leads to more document reviews and an increase in document reviews leads to more citation accuracy.,Yes,B_A,archive membership,document reviews,citation accuracy
337,An increase in conference badge directly leads to more networking ease during poster talks.,No,An increase in conference badge leads to more poster talks and an increase in poster talks leads to more networking ease.,Yes,B_A,conference badge,poster talks,networking ease
338,An increase in workshop pass directly leads to more joint strength during solder builds.,No,An increase in workshop pass leads to more solder builds and an increase in solder builds leads to more joint strength.,Yes,B_A,workshop pass,solder builds,joint strength
339,An increase in lab voucher directly leads to more signal precision during measurement runs.,No,An increase in lab voucher leads to more measurement runs and an increase in measurement runs leads to more signal precision.,Yes,B_A,lab voucher,measurement runs,signal precision
340,An increase in studio lease directly leads to more timing cohesion during rhythm jams.,No,An increase in studio lease leads to more rhythm jams and an increase in rhythm jams leads to more timing cohesion.,Yes,B_A,studio lease,rhythm jams,timing cohesion
341,An increase in class stipend directly leads to more concept grasp during lab seminars.,No,An increase in class stipend leads to more lab seminars and an increase in lab seminars leads to more concept grasp.,Yes,B_A,class stipend,lab seminars,concept grasp
342,An increase in boat permit directly leads to more stroke power during rowing outings.,No,An increase in boat permit leads to more rowing outings and an increase in rowing outings leads to more stroke power.,Yes,B_A,boat permit,rowing outings,stroke power
343,An increase in kitchen quota directly leads to more timing instinct during pastry cycles.,No,An increase in kitchen quota leads to more pastry cycles and an increase in pastry cycles leads to more timing instinct.,Yes,B_A,kitchen quota,pastry cycles,timing instinct
344,An increase in gallery pass directly leads to more art knowledge during sculpture tours.,No,An increase in gallery pass leads to more sculpture tours and an increase in sculpture tours leads to more art knowledge.,Yes,B_A,gallery pass,sculpture tours,art knowledge
345,An increase in library quota directly leads to more plot recall during reading chapters.,No,An increase in library quota leads to more reading chapters and an increase in reading chapters leads to more plot recall.,Yes,B_A,library quota,reading chapters,plot recall
346,An increase in tool budget directly leads to more repair skill during maintenance jobs.,No,An increase in tool budget leads to more maintenance jobs and an increase in maintenance jobs leads to more repair skill.,Yes,B_A,tool budget,maintenance jobs,repair skill
347,An increase in stage tickets directly leads to more wit speed during improv scenes.,No,An increase in stage tickets leads to more improv scenes and an increase in improv scenes leads to more wit speed.,Yes,B_A,stage tickets,improv scenes,wit speed
348,An increase in clinic credits directly leads to more diagnosis knowledge during screening visits.,No,An increase in clinic credits leads to more screening visits and an increase in screening visits leads to more diagnosis knowledge.,Yes,B_A,clinic credits,screening visits,diagnosis knowledge
349,An increase in mentor roster directly leads to more writing polish during critique notes.,No,An increase in mentor roster leads to more critique notes and an increase in critique notes leads to more writing polish.,Yes,B_A,mentor roster,critique notes,writing polish
350,An increase in track entry directly leads to more baton handling during relay heats.,No,An increase in track entry leads to more relay heats and an increase in relay heats leads to more baton handling.,Yes,B_A,track entry,relay heats,baton handling
351,An increase in route signage directly leads to more timing accuracy during delivery runs.,No,An increase in route signage leads to more delivery runs and an increase in delivery runs leads to more timing accuracy.,Yes,B_A,route signage,delivery runs,timing accuracy
352,An increase in workroom access directly leads to more design intuition during prototype builds.,No,An increase in workroom access leads to more prototype builds and an increase in prototype builds leads to more design intuition.,Yes,B_A,workroom access,prototype builds,design intuition
353,An increase in kiln availability directly leads to more surface finish during pottery firings.,No,An increase in kiln availability leads to more pottery firings and an increase in pottery firings leads to more surface finish.,Yes,B_A,kiln availability,pottery firings,surface finish
354,An increase in orchard permits directly leads to more harvest timing during picking walks.,No,An increase in orchard permits leads to more picking walks and an increase in picking walks leads to more harvest timing.,Yes,B_A,orchard permits,picking walks,harvest timing
355,An increase in seminar seating directly leads to more response sharpness during question turns.,No,An increase in seminar seating leads to more question turns and an increase in question turns leads to more response sharpness.,Yes,B_A,seminar seating,question turns,response sharpness
356,An increase in trail shuttle directly leads to more footing confidence during hiking loops.,No,An increase in trail shuttle leads to more hiking loops and an increase in hiking loops leads to more footing confidence.,Yes,B_A,trail shuttle,hiking loops,footing confidence
357,An increase in forum visibility directly leads to more solution depth during question threads.,No,An increase in forum visibility leads to more question threads and an increase in question threads leads to more solution depth.,Yes,B_A,forum visibility,question threads,solution depth
358,An increase in exhibit passes directly leads to more style refinement during gallery strolls.,No,An increase in exhibit passes leads to more gallery strolls and an increase in gallery strolls leads to more style refinement.,Yes,B_A,exhibit passes,gallery strolls,style refinement
359,An increase in class enrollment directly leads to more concept grasp during study seminars.,No,An increase in class enrollment leads to more study seminars and an increase in study seminars leads to more concept grasp.,Yes,B_A,class enrollment,study seminars,concept grasp
360,An increase in shift openings directly leads to more service tempo during kitchen shifts.,No,An increase in shift openings leads to more kitchen shifts and an increase in kitchen shifts leads to more service tempo.,Yes,B_A,shift openings,kitchen shifts,service tempo
361,An increase in jam invitations directly leads to more groove cohesion during ensemble plays.,No,An increase in jam invitations leads to more ensemble plays and an increase in ensemble plays leads to more groove cohesion.,Yes,B_A,jam invitations,ensemble plays,groove cohesion
362,An increase in camp transport directly leads to more route awareness during field patrols.,No,An increase in camp transport leads to more field patrols and an increase in field patrols leads to more route awareness.,Yes,B_A,camp transport,field patrols,route awareness
363,An increase in library lending directly leads to more story recall during reading nights.,No,An increase in library lending leads to more reading nights and an increase in reading nights leads to more story recall.,Yes,B_A,library lending,reading nights,story recall
364,An increase in market listings directly leads to more price intuition during buyer chats.,No,An increase in market listings leads to more buyer chats and an increase in buyer chats leads to more price intuition.,Yes,B_A,market listings,buyer chats,price intuition
365,An increase in clinic scheduling directly leads to more symptom awareness during health checkins.,No,An increase in clinic scheduling leads to more health checkins and an increase in health checkins leads to more symptom awareness.,Yes,B_A,clinic scheduling,health checkins,symptom awareness
366,An increase in mentor directory directly leads to more draft polish during critique talks.,No,An increase in mentor directory leads to more critique talks and an increase in critique talks leads to more draft polish.,Yes,B_A,mentor directory,critique talks,draft polish
367,An increase in track access directly leads to more endurance boost during sprint repeats.,No,An increase in track access leads to more sprint repeats and an increase in sprint repeats leads to more endurance boost.,Yes,B_A,track access,sprint repeats,endurance boost
368,An increase in microphone access directly leads to more tone control during voice takes.,No,An increase in microphone access leads to more voice takes and an increase in voice takes leads to more tone control.,Yes,B_A,microphone access,voice takes,tone control
369,An increase in cookware rental directly leads to more heat timing during baking batches.,No,An increase in cookware rental leads to more baking batches and an increase in baking batches leads to more heat timing.,Yes,B_A,cookware rental,baking batches,heat timing
370,An increase in kayak rentals directly leads to more stroke rhythm during paddle outings.,No,An increase in kayak rentals leads to more paddle outings and an increase in paddle outings leads to more stroke rhythm.,Yes,B_A,kayak rentals,paddle outings,stroke rhythm
371,An increase in workshop entry directly leads to more joint reliability during solder builds.,No,An increase in workshop entry leads to more solder builds and an increase in solder builds leads to more joint reliability.,Yes,B_A,workshop entry,solder builds,joint reliability
372,An increase in room reservation directly leads to more roadmap alignment during planning huddles.,No,An increase in room reservation leads to more planning huddles and an increase in planning huddles leads to more roadmap alignment.,Yes,B_A,room reservation,planning huddles,roadmap alignment
373,An increase in arena seats directly leads to more strategy insight during game watches.,No,An increase in arena seats leads to more game watches and an increase in game watches leads to more strategy insight.,Yes,B_A,arena seats,game watches,strategy insight
374,An increase in therapy transport directly leads to more motion range during rehab visits.,No,An increase in therapy transport leads to more rehab visits and an increase in rehab visits leads to more motion range.,Yes,B_A,therapy transport,rehab visits,motion range
375,An increase in studio calendar directly leads to more posture steadiness during dance sequences.,No,An increase in studio calendar leads to more dance sequences and an increase in dance sequences leads to more posture steadiness.,Yes,B_A,studio calendar,dance sequences,posture steadiness
376,An increase in parking allowance directly leads to more route familiarity during commute rides.,No,An increase in parking allowance leads to more commute rides and an increase in commute rides leads to more route familiarity.,Yes,B_A,parking allowance,commute rides,route familiarity
377,An increase in seat expansion directly leads to more tool mastery during workshop attendance.,No,An increase in seat expansion leads to more workshop attendance and an increase in workshop attendance leads to more tool mastery.,Yes,B_A,seat expansion,workshop attendance,tool mastery
378,An increase in clinic scheduling directly leads to more symptom awareness during screening rounds.,No,An increase in clinic scheduling leads to more screening rounds and an increase in screening rounds leads to more symptom awareness.,Yes,B_A,clinic scheduling,screening rounds,symptom awareness
379,An increase in studio capacity directly leads to more wit speed during improv scenes.,No,An increase in studio capacity leads to more improv scenes and an increase in improv scenes leads to more wit speed.,Yes,B_A,studio capacity,improv scenes,wit speed
380,An increase in reagent stock directly leads to more colony accuracy during culture plates.,No,An increase in reagent stock leads to more culture plates and an increase in culture plates leads to more colony accuracy.,Yes,B_A,reagent stock,culture plates,colony accuracy
381,An increase in bike rentals directly leads to more balance control during trail loops.,No,An increase in bike rentals leads to more trail loops and an increase in trail loops leads to more balance control.,Yes,B_A,bike rentals,trail loops,balance control
382,An increase in outing signups directly leads to more mapping accuracy during survey outings.,No,An increase in outing signups leads to more survey outings and an increase in survey outings leads to more mapping accuracy.,Yes,B_A,outing signups,survey outings,mapping accuracy
383,An increase in feedback slots directly leads to more draft cohesion during feedback exchanges.,No,An increase in feedback slots leads to more feedback exchanges and an increase in feedback exchanges leads to more draft cohesion.,Yes,B_A,feedback slots,feedback exchanges,draft cohesion
384,An increase in ticket supply directly leads to more artifact insight during museum walks.,No,An increase in ticket supply leads to more museum walks and an increase in museum walks leads to more artifact insight.,Yes,B_A,ticket supply,museum walks,artifact insight
385,An increase in studio openings directly leads to more step precision during choreo runs.,No,An increase in studio openings leads to more choreo runs and an increase in choreo runs leads to more step precision.,Yes,B_A,studio openings,choreo runs,step precision
386,An increase in shift postings directly leads to more timing intuition during cook rotations.,No,An increase in shift postings leads to more cook rotations and an increase in cook rotations leads to more timing intuition.,Yes,B_A,shift postings,cook rotations,timing intuition
387,An increase in choir seats directly leads to more pitch control during voice rehearsals.,No,An increase in choir seats leads to more voice rehearsals and an increase in voice rehearsals leads to more pitch control.,Yes,B_A,choir seats,voice rehearsals,pitch control
388,An increase in podium access directly leads to more speaking fluency during panel answers.,No,An increase in podium access leads to more panel answers and an increase in panel answers leads to more speaking fluency.,Yes,B_A,podium access,panel answers,speaking fluency
389,An increase in watering credit directly leads to more soil moisture during garden rounds.,No,An increase in watering credit leads to more garden rounds and an increase in garden rounds leads to more soil moisture.,Yes,B_A,watering credit,garden rounds,soil moisture
390,An increase in invite volume directly leads to more question skill during press interviews.,No,An increase in invite volume leads to more press interviews and an increase in press interviews leads to more question skill.,Yes,B_A,invite volume,press interviews,question skill
391,An increase in lab time directly leads to more instrument accuracy during calibration tests.,No,An increase in lab time leads to more calibration tests and an increase in calibration tests leads to more instrument accuracy.,Yes,B_A,lab time,calibration tests,instrument accuracy
392,An increase in arena entry directly leads to more play knowledge during match watches.,No,An increase in arena entry leads to more match watches and an increase in match watches leads to more play knowledge.,Yes,B_A,arena entry,match watches,play knowledge
393,An increase in dock schedule directly leads to more stroke rhythm during rowing outings.,No,An increase in dock schedule leads to more rowing outings and an increase in rowing outings leads to more stroke rhythm.,Yes,B_A,dock schedule,rowing outings,stroke rhythm
394,An increase in flight quota directly leads to more flare control during simulator sorties.,No,An increase in flight quota leads to more simulator sorties and an increase in simulator sorties leads to more flare control.,Yes,B_A,flight quota,simulator sorties,flare control
395,An increase in archive hours directly leads to more citation accuracy during source reviews.,No,An increase in archive hours leads to more source reviews and an increase in source reviews leads to more citation accuracy.,Yes,B_A,archive hours,source reviews,citation accuracy
396,An increase in farm share directly leads to more sorting speed during picking shifts.,No,An increase in farm share leads to more picking shifts and an increase in picking shifts leads to more sorting speed.,Yes,B_A,farm share,picking shifts,sorting speed
397,An increase in rehearsal allotment directly leads to more rhythm cohesion during orchestra runs.,No,An increase in rehearsal allotment leads to more orchestra runs and an increase in orchestra runs leads to more rhythm cohesion.,Yes,B_A,rehearsal allotment,orchestra runs,rhythm cohesion
398,An increase in hall capacity directly leads to more prevention knowledge during health seminars.,No,An increase in hall capacity leads to more health seminars and an increase in health seminars leads to more prevention knowledge.,Yes,B_A,hall capacity,health seminars,prevention knowledge
399,An increase in guide staffing directly leads to more hazard awareness during night patrols.,No,An increase in guide staffing leads to more night patrols and an increase in night patrols leads to more hazard awareness.,Yes,B_A,guide staffing,night patrols,hazard awareness
400,An increase in pantry stock directly leads to more cook confidence during meal batches.,No,An increase in pantry stock leads to more meal batches and an increase in meal batches leads to more cook confidence.,Yes,B_A,pantry stock,meal batches,cook confidence
401,An increase in kiln coupons directly leads to more glaze evenness during firing cycles.,No,An increase in kiln coupons leads to more firing cycles and an increase in firing cycles leads to more glaze evenness.,Yes,B_A,kiln coupons,firing cycles,glaze evenness
402,An increase in boat tickets directly leads to more sail timing during harbor outings.,No,An increase in boat tickets leads to more harbor outings and an increase in harbor outings leads to more sail timing.,Yes,B_A,boat tickets,harbor outings,sail timing
403,An increase in tutor stipend directly leads to more concept clarity during office visits.,No,An increase in tutor stipend leads to more office visits and an increase in office visits leads to more concept clarity.,Yes,B_A,tutor stipend,office visits,concept clarity
404,An increase in archive permits directly leads to more citation accuracy during catalog reviews.,No,An increase in archive permits leads to more catalog reviews and an increase in catalog reviews leads to more citation accuracy.,Yes,B_A,archive permits,catalog reviews,citation accuracy
405,An increase in stage invitations directly leads to more joke timing during improv rounds.,No,An increase in stage invitations leads to more improv rounds and an increase in improv rounds leads to more joke timing.,Yes,B_A,stage invitations,improv rounds,joke timing
406,An increase in gallery vouchers directly leads to more proportion sense during sketch walks.,No,An increase in gallery vouchers leads to more sketch walks and an increase in sketch walks leads to more proportion sense.,Yes,B_A,gallery vouchers,sketch walks,proportion sense
407,An increase in pool passes directly leads to more breath stamina during swim intervals.,No,An increase in pool passes leads to more swim intervals and an increase in swim intervals leads to more breath stamina.,Yes,B_A,pool passes,swim intervals,breath stamina
408,An increase in map access directly leads to more landmark memory during route walks.,No,An increase in map access leads to more route walks and an increase in route walks leads to more landmark memory.,Yes,B_A,map access,route walks,landmark memory
409,An increase in workshop keys directly leads to more tool mastery during build attempts.,No,An increase in workshop keys leads to more build attempts and an increase in build attempts leads to more tool mastery.,Yes,B_A,workshop keys,build attempts,tool mastery
410,An increase in studio vouchers directly leads to more balance judgment during mixing rounds.,No,An increase in studio vouchers leads to more mixing rounds and an increase in mixing rounds leads to more balance judgment.,Yes,B_A,studio vouchers,mixing rounds,balance judgment
411,An increase in forge passes directly leads to more hammer control during metal shaping.,No,An increase in forge passes leads to more metal shaping and an increase in metal shaping leads to more hammer control.,Yes,B_A,forge passes,metal shaping,hammer control
412,An increase in debate passes directly leads to more rebuttal speed during argument rounds.,No,An increase in debate passes leads to more argument rounds and an increase in argument rounds leads to more rebuttal speed.,Yes,B_A,debate passes,argument rounds,rebuttal speed
413,An increase in greenhouse access directly leads to more growth insight during sprout checks.,No,An increase in greenhouse access leads to more sprout checks and an increase in sprout checks leads to more growth insight.,Yes,B_A,greenhouse access,sprout checks,growth insight
414,An increase in music credits directly leads to more tempo control during rehearsal takes.,No,An increase in music credits leads to more rehearsal takes and an increase in rehearsal takes leads to more tempo control.,Yes,B_A,music credits,rehearsal takes,tempo control
415,An increase in airline credits directly leads to more landing precision during simulator hours.,No,An increase in airline credits leads to more simulator hours and an increase in simulator hours leads to more landing precision.,Yes,B_A,airline credits,simulator hours,landing precision
416,An increase in vineyard pass directly leads to more aroma sense during tasting visits.,No,An increase in vineyard pass leads to more tasting visits and an increase in tasting visits leads to more aroma sense.,Yes,B_A,vineyard pass,tasting visits,aroma sense
417,An increase in podcast access directly leads to more topic recall during listening hours.,No,An increase in podcast access leads to more listening hours and an increase in listening hours leads to more topic recall.,Yes,B_A,podcast access,listening hours,topic recall
418,An increase in marina permit directly leads to more knot skill during sailing lessons.,No,An increase in marina permit leads to more sailing lessons and an increase in sailing lessons leads to more knot skill.,Yes,B_A,marina permit,sailing lessons,knot skill
419,An increase in trail permits directly leads to more footing confidence during canyon hikes.,No,An increase in trail permits leads to more canyon hikes and an increase in canyon hikes leads to more footing confidence.,Yes,B_A,trail permits,canyon hikes,footing confidence
