Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
262,An increase in dns failure leads to more certificate expiry during website downtime.,No,An increase in dns failure leads to more website downtime and an increase in certificate expiry leads to more website downtime.,Yes,B_A,dns failure,certificate expiry,website downtime
263,An increase in alarm fail leads to more guard sleep during theft risk.,No,An increase in alarm fail leads to more theft risk and an increase in guard sleep leads to more theft risk.,Yes,B_A,alarm fail,guard sleep,theft risk
264,An increase in baggage backlog leads to more runway closure during departure delay.,No,An increase in baggage backlog leads to more departure delay and an increase in runway closure leads to more departure delay.,Yes,B_A,baggage backlog,runway closure,departure delay
265,An increase in cooling failure leads to more security breach during facility shutdown.,No,An increase in cooling failure leads to more facility shutdown and an increase in security breach leads to more facility shutdown.,Yes,B_A,cooling failure,security breach,facility shutdown
266,An increase in inspection failure leads to more cargo backlog during container hold.,No,An increase in inspection failure leads to more container hold and an increase in cargo backlog leads to more container hold.,Yes,B_A,inspection failure,cargo backlog,container hold
267,An increase in operator error leads to more transformer fire during power blackout.,No,An increase in operator error leads to more power blackout and an increase in transformer fire leads to more power blackout.,Yes,B_A,operator error,transformer fire,power blackout
268,An increase in laboratory spill leads to more ventilation failure during lab shutdown.,No,An increase in laboratory spill leads to more lab shutdown and an increase in ventilation failure leads to more lab shutdown.,Yes,B_A,laboratory spill,ventilation failure,lab shutdown
269,An increase in union strike leads to more fuel shortage during delivery delay.,No,An increase in union strike leads to more delivery delay and an increase in fuel shortage leads to more delivery delay.,Yes,B_A,union strike,fuel shortage,delivery delay
270,An increase in seat shortage leads to more security screening during boarding delay.,No,An increase in seat shortage leads to more boarding delay and an increase in security screening leads to more boarding delay.,Yes,B_A,seat shortage,security screening,boarding delay
271,An increase in icy road leads to more bald tire during car slide.,No,An increase in icy road leads to more car slide and an increase in bald tire leads to more car slide.,Yes,B_A,icy road,bald tire,car slide
272,An increase in budget freeze leads to more safety violation during project halt.,No,An increase in budget freeze leads to more project halt and an increase in safety violation leads to more project halt.,Yes,B_A,budget freeze,safety violation,project halt
273,An increase in phishing report leads to more audit finding during security review.,No,An increase in phishing report leads to more security review and an increase in audit finding leads to more security review.,Yes,B_A,phishing report,audit finding,security review
274,An increase in storm warning leads to more bridge collapse during transit suspension.,No,An increase in storm warning leads to more transit suspension and an increase in bridge collapse leads to more transit suspension.,Yes,B_A,storm warning,bridge collapse,transit suspension
275,An increase in electrical fire leads to more structural crack during site closure.,No,An increase in electrical fire leads to more site closure and an increase in structural crack leads to more site closure.,Yes,B_A,electrical fire,structural crack,site closure
276,An increase in water contamination leads to more pump failure during water advisory.,No,An increase in water contamination leads to more water advisory and an increase in pump failure leads to more water advisory.,Yes,B_A,water contamination,pump failure,water advisory
277,An increase in memory leak leads to more driver conflict during app crash.,No,An increase in memory leak leads to more app crash and an increase in driver conflict leads to more app crash.,Yes,B_A,memory leak,driver conflict,app crash
278,An increase in customs strike leads to more paperwork error during border delay.,No,An increase in customs strike leads to more border delay and an increase in paperwork error leads to more border delay.,Yes,B_A,customs strike,paperwork error,border delay
279,An increase in late bus leads to more slow walk during work delay.,No,An increase in late bus leads to more work delay and an increase in slow walk leads to more work delay.,Yes,B_A,late bus,slow walk,work delay
280,An increase in smoke puff leads to more dust cloud during air grey.,No,An increase in smoke puff leads to more air grey and an increase in dust cloud leads to more air grey.,Yes,B_A,smoke puff,dust cloud,air grey
281,An increase in heatwave warning leads to more transformer repair during power shutdown.,No,An increase in heatwave warning leads to more power shutdown and an increase in transformer repair leads to more power shutdown.,Yes,B_A,heatwave warning,transformer repair,power shutdown
282,An increase in gas low leads to more tire soft during trip delay.,No,An increase in gas low leads to more trip delay and an increase in tire soft leads to more trip delay.,Yes,B_A,gas low,tire soft,trip delay
283,An increase in runway icing leads to more aircraft repair during flight delay.,No,An increase in runway icing leads to more flight delay and an increase in aircraft repair leads to more flight delay.,Yes,B_A,runway icing,aircraft repair,flight delay
284,An increase in software outage leads to more flu outbreak during clinic backlog.,No,An increase in software outage leads to more clinic backlog and an increase in flu outbreak leads to more clinic backlog.,Yes,B_A,software outage,flu outbreak,clinic backlog
285,An increase in weather advisory leads to more security incident during safety briefing.,No,An increase in weather advisory leads to more safety briefing and an increase in security incident leads to more safety briefing.,Yes,B_A,weather advisory,security incident,safety briefing
286,An increase in budget revision leads to more weather advisory during staff briefing.,No,An increase in budget revision leads to more staff briefing and an increase in weather advisory leads to more staff briefing.,Yes,B_A,budget revision,weather advisory,staff briefing
287,An increase in shipping delay leads to more quality audit during order hold.,No,An increase in shipping delay leads to more order hold and an increase in quality audit leads to more order hold.,Yes,B_A,shipping delay,quality audit,order hold
288,An increase in structural crack leads to more permit suspension during site shutdown.,No,An increase in structural crack leads to more site shutdown and an increase in permit suspension leads to more site shutdown.,Yes,B_A,structural crack,permit suspension,site shutdown
289,An increase in requirement change leads to more hardware shortage during project delay.,No,An increase in requirement change leads to more project delay and an increase in hardware shortage leads to more project delay.,Yes,B_A,requirement change,hardware shortage,project delay
290,An increase in utility repair leads to more parade permit during street closure.,No,An increase in utility repair leads to more street closure and an increase in parade permit leads to more street closure.,Yes,B_A,utility repair,parade permit,street closure
291,An increase in security threat leads to more chemical spill during evacuation order.,No,An increase in security threat leads to more evacuation order and an increase in chemical spill leads to more evacuation order.,Yes,B_A,security threat,chemical spill,evacuation order
292,An increase in cable theft leads to more router failure during service outage.,No,An increase in cable theft leads to more service outage and an increase in router failure leads to more service outage.,Yes,B_A,cable theft,router failure,service outage
293,An increase in heavy box leads to more weak tape during box split.,No,An increase in heavy box leads to more box split and an increase in weak tape leads to more box split.,Yes,B_A,heavy box,weak tape,box split
294,An increase in bank outage leads to more fraud review during payment hold.,No,An increase in bank outage leads to more payment hold and an increase in fraud review leads to more payment hold.,Yes,B_A,bank outage,fraud review,payment hold
295,An increase in fraud allegation leads to more contract dispute during court hearing.,No,An increase in fraud allegation leads to more court hearing and an increase in contract dispute leads to more court hearing.,Yes,B_A,fraud allegation,contract dispute,court hearing
296,An increase in wind advisory leads to more engine failure during ferry cancellation.,No,An increase in wind advisory leads to more ferry cancellation and an increase in engine failure leads to more ferry cancellation.,Yes,B_A,wind advisory,engine failure,ferry cancellation
297,An increase in pipe burst leads to more chlorine spill during water shutdown.,No,An increase in pipe burst leads to more water shutdown and an increase in chlorine spill leads to more water shutdown.,Yes,B_A,pipe burst,chlorine spill,water shutdown
298,An increase in baggage fire leads to more bomb threat during airport evacuation.,No,An increase in baggage fire leads to more airport evacuation and an increase in bomb threat leads to more airport evacuation.,Yes,B_A,baggage fire,bomb threat,airport evacuation
299,An increase in server upgrade leads to more certificate expiry during site downtime.,No,An increase in server upgrade leads to more site downtime and an increase in certificate expiry leads to more site downtime.,Yes,B_A,server upgrade,certificate expiry,site downtime
300,An increase in heat advisory leads to more lightning warning during beach closure.,No,An increase in heat advisory leads to more beach closure and an increase in lightning warning leads to more beach closure.,Yes,B_A,heat advisory,lightning warning,beach closure
301,An increase in inventory shrink leads to more safety citation during protocol session.,No,An increase in inventory shrink leads to more protocol session and an increase in safety citation leads to more protocol session.,Yes,B_A,inventory shrink,safety citation,protocol session
302,An increase in cyber extortion leads to more dam rupture during crisis briefing.,No,An increase in cyber extortion leads to more crisis briefing and an increase in dam rupture leads to more crisis briefing.,Yes,B_A,cyber extortion,dam rupture,crisis briefing
303,An increase in court verdict leads to more factory recall during media briefing.,No,An increase in court verdict leads to more media briefing and an increase in factory recall leads to more media briefing.,Yes,B_A,court verdict,factory recall,media briefing
304,An increase in ant crawl leads to more fly land during picnic ruin.,No,An increase in ant crawl leads to more picnic ruin and an increase in fly land leads to more picnic ruin.,Yes,B_A,ant crawl,fly land,picnic ruin
305,An increase in data subpoena leads to more labor grievance during legal session.,No,An increase in data subpoena leads to more legal session and an increase in labor grievance leads to more legal session.,Yes,B_A,data subpoena,labor grievance,legal session
306,An increase in permit renewal leads to more grant reduction during budget summit.,No,An increase in permit renewal leads to more budget summit and an increase in grant reduction leads to more budget summit.,Yes,B_A,permit renewal,grant reduction,budget summit
307,An increase in market analysis leads to more staffing gap during planning summit.,No,An increase in market analysis leads to more planning summit and an increase in staffing gap leads to more planning summit.,Yes,B_A,market analysis,staffing gap,planning summit
308,An increase in belt rip leads to more zip stuck during pant fall.,No,An increase in belt rip leads to more pant fall and an increase in zip stuck leads to more pant fall.,Yes,B_A,belt rip,zip stuck,pant fall
309,An increase in tariff change leads to more forklift breakdown during logistics briefing.,No,An increase in tariff change leads to more logistics briefing and an increase in forklift breakdown leads to more logistics briefing.,Yes,B_A,tariff change,forklift breakdown,logistics briefing
310,An increase in pen dry leads to more page tear during note fail.,No,An increase in pen dry leads to more note fail and an increase in page tear leads to more note fail.,Yes,B_A,pen dry,page tear,note fail
311,An increase in equipment shipment leads to more research audit during lab briefing.,No,An increase in equipment shipment leads to more lab briefing and an increase in research audit leads to more lab briefing.,Yes,B_A,equipment shipment,research audit,lab briefing
312,An increase in marathon permit leads to more tunnel repair during traffic briefing.,No,An increase in marathon permit leads to more traffic briefing and an increase in tunnel repair leads to more traffic briefing.,Yes,B_A,marathon permit,tunnel repair,traffic briefing
313,An increase in passport delay leads to more security advisory during travel workshop.,No,An increase in passport delay leads to more travel workshop and an increase in security advisory leads to more travel workshop.,Yes,B_A,passport delay,security advisory,travel workshop
314,An increase in vaccine shortage leads to more heatwave warning during health seminar.,No,An increase in vaccine shortage leads to more health seminar and an increase in heatwave warning leads to more health seminar.,Yes,B_A,vaccine shortage,heatwave warning,health seminar
315,An increase in parking dispute leads to more privacy complaint during policy summit.,No,An increase in parking dispute leads to more policy summit and an increase in privacy complaint leads to more policy summit.,Yes,B_A,parking dispute,privacy complaint,policy summit
316,An increase in rent increase leads to more utility billing during tenant forum.,No,An increase in rent increase leads to more tenant forum and an increase in utility billing leads to more tenant forum.,Yes,B_A,rent increase,utility billing,tenant forum
317,An increase in earthquake risk leads to more fraud risk during risk workshop.,No,An increase in earthquake risk leads to more risk workshop and an increase in fraud risk leads to more risk workshop.,Yes,B_A,earthquake risk,fraud risk,risk workshop
318,An increase in shift vacancy leads to more training mandate during staffing briefing.,No,An increase in shift vacancy leads to more staffing briefing and an increase in training mandate leads to more staffing briefing.,Yes,B_A,shift vacancy,training mandate,staffing briefing
319,An increase in mold report leads to more wiring fault during inspection huddle.,No,An increase in mold report leads to more inspection huddle and an increase in wiring fault leads to more inspection huddle.,Yes,B_A,mold report,wiring fault,inspection huddle
320,An increase in sensor anomaly leads to more patent filing during engineering forum.,No,An increase in sensor anomaly leads to more engineering forum and an increase in patent filing leads to more engineering forum.,Yes,B_A,sensor anomaly,patent filing,engineering forum
321,An increase in billing mismatch leads to more tax audit during finance huddle.,No,An increase in billing mismatch leads to more finance huddle and an increase in tax audit leads to more finance huddle.,Yes,B_A,billing mismatch,tax audit,finance huddle
322,An increase in export violation leads to more antitrust inquiry during compliance summit.,No,An increase in export violation leads to more compliance summit and an increase in antitrust inquiry leads to more compliance summit.,Yes,B_A,export violation,antitrust inquiry,compliance summit
323,An increase in noise complaint leads to more park proposal during neighborhood forum.,No,An increase in noise complaint leads to more neighborhood forum and an increase in park proposal leads to more neighborhood forum.,Yes,B_A,noise complaint,park proposal,neighborhood forum
324,An increase in theft loss leads to more hail damage during claims briefing.,No,An increase in theft loss leads to more claims briefing and an increase in hail damage leads to more claims briefing.,Yes,B_A,theft loss,hail damage,claims briefing
325,An increase in deadline slip leads to more donor visit during project workshop.,No,An increase in deadline slip leads to more project workshop and an increase in donor visit leads to more project workshop.,Yes,B_A,deadline slip,donor visit,project workshop
326,An increase in belt snap leads to more zip jam during coat open.,No,An increase in belt snap leads to more coat open and an increase in zip jam leads to more coat open.,Yes,B_A,belt snap,zip jam,coat open
327,An increase in software bug leads to more power surge during system restart.,No,An increase in software bug leads to more system restart and an increase in power surge leads to more system restart.,Yes,B_A,software bug,power surge,system restart
328,An increase in glue dry leads to more tape rip during box open.,No,An increase in glue dry leads to more box open and an increase in tape rip leads to more box open.,Yes,B_A,glue dry,tape rip,box open
329,An increase in signal failure leads to more engine issue during train delay.,No,An increase in signal failure leads to more train delay and an increase in engine issue leads to more train delay.,Yes,B_A,signal failure,engine issue,train delay
330,An increase in storm wind leads to more termite rot during roof collapse.,No,An increase in storm wind leads to more roof collapse and an increase in termite rot leads to more roof collapse.,Yes,B_A,storm wind,termite rot,roof collapse
331,An increase in relay fault leads to more operator error during power outage.,No,An increase in relay fault leads to more power outage and an increase in operator error leads to more power outage.,Yes,B_A,relay fault,operator error,power outage
332,An increase in radius size leads to more height size during cylinder volume.,No,An increase in radius size leads to more cylinder volume and an increase in height size leads to more cylinder volume.,Yes,B_A,radius size,height size,cylinder volume
333,An increase in storm warning leads to more chemical shipment during safety briefing.,No,An increase in storm warning leads to more safety briefing and an increase in chemical shipment leads to more safety briefing.,Yes,B_A,storm warning,chemical shipment,safety briefing
334,An increase in map lost leads to more gps dead during way lost.,No,An increase in map lost leads to more way lost and an increase in gps dead leads to more way lost.,Yes,B_A,map lost,gps dead,way lost
335,An increase in roof leak leads to more gas odor during inspection day.,No,An increase in roof leak leads to more inspection day and an increase in gas odor leads to more inspection day.,Yes,B_A,roof leak,gas odor,inspection day
336,An increase in router upgrade leads to more database patch during maintenance window.,No,An increase in router upgrade leads to more maintenance window and an increase in database patch leads to more maintenance window.,Yes,B_A,router upgrade,database patch,maintenance window
337,An increase in lease renewal leads to more grant deadline during planning meeting.,No,An increase in lease renewal leads to more planning meeting and an increase in grant deadline leads to more planning meeting.,Yes,B_A,lease renewal,grant deadline,planning meeting
338,An increase in patient surge leads to more staff absence during clinic backlog.,No,An increase in patient surge leads to more clinic backlog and an increase in staff absence leads to more clinic backlog.,Yes,B_A,patient surge,staff absence,clinic backlog
339,An increase in order surge leads to more carrier shortage during order backlog.,No,An increase in order surge leads to more order backlog and an increase in carrier shortage leads to more order backlog.,Yes,B_A,order surge,carrier shortage,order backlog
340,An increase in runway repair leads to more baggage jam during departure delay.,No,An increase in runway repair leads to more departure delay and an increase in baggage jam leads to more departure delay.,Yes,B_A,runway repair,baggage jam,departure delay
341,An increase in fuel shortage leads to more lane closure during traffic slowdown.,No,An increase in fuel shortage leads to more traffic slowdown and an increase in lane closure leads to more traffic slowdown.,Yes,B_A,fuel shortage,lane closure,traffic slowdown
342,An increase in dust storm leads to more chemical odor during air advisory.,No,An increase in dust storm leads to more air advisory and an increase in chemical odor leads to more air advisory.,Yes,B_A,dust storm,chemical odor,air advisory
343,An increase in precipitation level leads to more temperature range during river volume.,No,An increase in precipitation level leads to more river volume and an increase in temperature range leads to more river volume.,Yes,B_A,precipitation level,temperature range,river volume
344,An increase in staffing gap leads to more system glitch during call queue.,No,An increase in staffing gap leads to more call queue and an increase in system glitch leads to more call queue.,Yes,B_A,staffing gap,system glitch,call queue
345,An increase in barcode smear leads to more price mismatch during checkout pause.,No,An increase in barcode smear leads to more checkout pause and an increase in price mismatch leads to more checkout pause.,Yes,B_A,barcode smear,price mismatch,checkout pause
346,An increase in cat scratch leads to more dog bite during vet visit.,No,An increase in cat scratch leads to more vet visit and an increase in dog bite leads to more vet visit.,Yes,B_A,cat scratch,dog bite,vet visit
347,An increase in speaker cancel leads to more power issue during event postponement.,No,An increase in speaker cancel leads to more event postponement and an increase in power issue leads to more event postponement.,Yes,B_A,speaker cancel,power issue,event postponement
348,An increase in loud dog leads to more thin wall during sleep loss.,No,An increase in loud dog leads to more sleep loss and an increase in thin wall leads to more sleep loss.,Yes,B_A,loud dog,thin wall,sleep loss
349,An increase in schedule conflict leads to more room repair during meeting reschedule.,No,An increase in schedule conflict leads to more meeting reschedule and an increase in room repair leads to more meeting reschedule.,Yes,B_A,schedule conflict,room repair,meeting reschedule
350,An increase in truck shortage leads to more permit delay during move delay.,No,An increase in truck shortage leads to more move delay and an increase in permit delay leads to more move delay.,Yes,B_A,truck shortage,permit delay,move delay
351,An increase in airline strike leads to more storm front during flight cancellation.,No,An increase in airline strike leads to more flight cancellation and an increase in storm front leads to more flight cancellation.,Yes,B_A,airline strike,storm front,flight cancellation
352,An increase in cable cut leads to more power surge during network outage.,No,An increase in cable cut leads to more network outage and an increase in power surge leads to more network outage.,Yes,B_A,cable cut,power surge,network outage
353,An increase in rockslide risk leads to more tunnel repair during route closure.,No,An increase in rockslide risk leads to more route closure and an increase in tunnel repair leads to more route closure.,Yes,B_A,rockslide risk,tunnel repair,route closure
354,An increase in policy error leads to more bank holiday during refund backlog.,No,An increase in policy error leads to more refund backlog and an increase in bank holiday leads to more refund backlog.,Yes,B_A,policy error,bank holiday,refund backlog
355,An increase in bug bite leads to more poison ivy during skin rash.,No,An increase in bug bite leads to more skin rash and an increase in poison ivy leads to more skin rash.,Yes,B_A,bug bite,poison ivy,skin rash
356,An increase in policy change leads to more skill gap during training workshop.,No,An increase in policy change leads to more training workshop and an increase in skill gap leads to more training workshop.,Yes,B_A,policy change,skill gap,training workshop
357,An increase in festival permit leads to more water advisory during public notice.,No,An increase in festival permit leads to more public notice and an increase in water advisory leads to more public notice.,Yes,B_A,festival permit,water advisory,public notice
358,An increase in printer jam leads to more login error during service ticket.,No,An increase in printer jam leads to more service ticket and an increase in login error leads to more service ticket.,Yes,B_A,printer jam,login error,service ticket
359,An increase in machine vibration leads to more policy update during safety audit.,No,An increase in machine vibration leads to more safety audit and an increase in policy update leads to more safety audit.,Yes,B_A,machine vibration,policy update,safety audit
360,An increase in price spike leads to more quality issue during supply review.,No,An increase in price spike leads to more supply review and an increase in quality issue leads to more supply review.,Yes,B_A,price spike,quality issue,supply review
361,An increase in parking change leads to more storm warning during campus briefing.,No,An increase in parking change leads to more campus briefing and an increase in storm warning leads to more campus briefing.,Yes,B_A,parking change,storm warning,campus briefing
362,An increase in meditation practice leads to more hydration habits during mindfulness state.,No,An increase in meditation practice leads to more mindfulness state and an increase in hydration habits leads to more mindfulness state.,Yes,B_A,meditation practice,hydration habits,mindfulness state
363,An increase in wifi off leads to more data cap during net lag.,No,An increase in wifi off leads to more net lag and an increase in data cap leads to more net lag.,Yes,B_A,wifi off,data cap,net lag
364,An increase in bus late leads to more rain fall during mood bad.,No,An increase in bus late leads to more mood bad and an increase in rain fall leads to more mood bad.,Yes,B_A,bus late,rain fall,mood bad
365,An increase in chargeback surge leads to more identity mismatch during account freeze.,No,An increase in chargeback surge leads to more account freeze and an increase in identity mismatch leads to more account freeze.,Yes,B_A,chargeback surge,identity mismatch,account freeze
366,An increase in heating failure leads to more staff shortage during library closure.,No,An increase in heating failure leads to more library closure and an increase in staff shortage leads to more library closure.,Yes,B_A,heating failure,staff shortage,library closure
367,An increase in bus strike leads to more power outage during class cancellation.,No,An increase in bus strike leads to more class cancellation and an increase in power outage leads to more class cancellation.,Yes,B_A,bus strike,power outage,class cancellation
368,An increase in chemical odor leads to more stage collapse during event pause.,No,An increase in chemical odor leads to more event pause and an increase in stage collapse leads to more event pause.,Yes,B_A,chemical odor,stage collapse,event pause
369,An increase in judge illness leads to more security search during court delay.,No,An increase in judge illness leads to more court delay and an increase in security search leads to more court delay.,Yes,B_A,judge illness,security search,court delay
370,An increase in stomach ache leads to more ankle sprain during medical visit.,No,An increase in stomach ache leads to more medical visit and an increase in ankle sprain leads to more medical visit.,Yes,B_A,stomach ache,ankle sprain,medical visit
371,An increase in concept gap leads to more grading change during help session.,No,An increase in concept gap leads to more help session and an increase in grading change leads to more help session.,Yes,B_A,concept gap,grading change,help session
372,An increase in cake burn leads to more pie drop during dessert ruin.,No,An increase in cake burn leads to more dessert ruin and an increase in pie drop leads to more dessert ruin.,Yes,B_A,cake burn,pie drop,dessert ruin
373,An increase in smoke plume leads to more heat index during weather alert.,No,An increase in smoke plume leads to more weather alert and an increase in heat index leads to more weather alert.,Yes,B_A,smoke plume,heat index,weather alert
374,An increase in vendor audit leads to more storm warning during staff briefing.,No,An increase in vendor audit leads to more staff briefing and an increase in storm warning leads to more staff briefing.,Yes,B_A,vendor audit,storm warning,staff briefing
375,An increase in leaky faucet leads to more broken latch during repair visit.,No,An increase in leaky faucet leads to more repair visit and an increase in broken latch leads to more repair visit.,Yes,B_A,leaky faucet,broken latch,repair visit
376,An increase in nose bleed leads to more eye tear during face mess.,No,An increase in nose bleed leads to more face mess and an increase in eye tear leads to more face mess.,Yes,B_A,nose bleed,eye tear,face mess
377,An increase in sock hole leads to more shoe rock during foot sore.,No,An increase in sock hole leads to more foot sore and an increase in shoe rock leads to more foot sore.,Yes,B_A,sock hole,shoe rock,foot sore
378,An increase in software patch leads to more disk failure during system reboot.,No,An increase in software patch leads to more system reboot and an increase in disk failure leads to more system reboot.,Yes,B_A,software patch,disk failure,system reboot
379,An increase in gas odor leads to more chemical fumes during building evacuation.,No,An increase in gas odor leads to more building evacuation and an increase in chemical fumes leads to more building evacuation.,Yes,B_A,gas odor,chemical fumes,building evacuation
380,An increase in wildfire smoke leads to more trail washout during park closure.,No,An increase in wildfire smoke leads to more park closure and an increase in trail washout leads to more park closure.,Yes,B_A,wildfire smoke,trail washout,park closure
381,An increase in power shortage leads to more union strike during factory shutdown.,No,An increase in power shortage leads to more factory shutdown and an increase in union strike leads to more factory shutdown.,Yes,B_A,power shortage,union strike,factory shutdown
382,An increase in passport loss leads to more flight strike during trip cancellation.,No,An increase in passport loss leads to more trip cancellation and an increase in flight strike leads to more trip cancellation.,Yes,B_A,passport loss,flight strike,trip cancellation
383,An increase in router outage leads to more billing fraud during service suspension.,No,An increase in router outage leads to more service suspension and an increase in billing fraud leads to more service suspension.,Yes,B_A,router outage,billing fraud,service suspension
384,An increase in lease dispute leads to more fire damage during store closing.,No,An increase in lease dispute leads to more store closing and an increase in fire damage leads to more store closing.,Yes,B_A,lease dispute,fire damage,store closing
385,An increase in crew shortage leads to more storm front during flight delay.,No,An increase in crew shortage leads to more flight delay and an increase in storm front leads to more flight delay.,Yes,B_A,crew shortage,storm front,flight delay
386,An increase in mouse chew leads to more moth eat during shirt hole.,No,An increase in mouse chew leads to more shirt hole and an increase in moth eat leads to more shirt hole.,Yes,B_A,mouse chew,moth eat,shirt hole
387,An increase in rust spot leads to more paint chip during bike ugly.,No,An increase in rust spot leads to more bike ugly and an increase in paint chip leads to more bike ugly.,Yes,B_A,rust spot,paint chip,bike ugly
388,An increase in circuit trip leads to more pump seizure during heater shutdown.,No,An increase in circuit trip leads to more heater shutdown and an increase in pump seizure leads to more heater shutdown.,Yes,B_A,circuit trip,pump seizure,heater shutdown
389,An increase in badge failure leads to more turnstile jam during gate slowdown.,No,An increase in badge failure leads to more gate slowdown and an increase in turnstile jam leads to more gate slowdown.,Yes,B_A,badge failure,turnstile jam,gate slowdown
390,An increase in dust storm leads to more smoke plume during air advisory.,No,An increase in dust storm leads to more air advisory and an increase in smoke plume leads to more air advisory.,Yes,B_A,dust storm,smoke plume,air advisory
391,An increase in card rejection leads to more scanner failure during checkout delay.,No,An increase in card rejection leads to more checkout delay and an increase in scanner failure leads to more checkout delay.,Yes,B_A,card rejection,scanner failure,checkout delay
392,An increase in food allergy leads to more temperature breach during menu recall.,No,An increase in food allergy leads to more menu recall and an increase in temperature breach leads to more menu recall.,Yes,B_A,food allergy,temperature breach,menu recall
393,An increase in bridge lift leads to more tree fall during route detour.,No,An increase in bridge lift leads to more route detour and an increase in tree fall leads to more route detour.,Yes,B_A,bridge lift,tree fall,route detour
394,An increase in microphone buzz leads to more power flicker during speech restart.,No,An increase in microphone buzz leads to more speech restart and an increase in power flicker leads to more speech restart.,Yes,B_A,microphone buzz,power flicker,speech restart
395,An increase in sample thaw leads to more instrument fault during test rerun.,No,An increase in sample thaw leads to more test rerun and an increase in instrument fault leads to more test rerun.,Yes,B_A,sample thaw,instrument fault,test rerun
396,An increase in fiber kink leads to more cache thrash during server lag.,No,An increase in fiber kink leads to more server lag and an increase in cache thrash leads to more server lag.,Yes,B_A,fiber kink,cache thrash,server lag
397,An increase in cake burn leads to more tart drop during treat lost.,No,An increase in cake burn leads to more treat lost and an increase in tart drop leads to more treat lost.,Yes,B_A,cake burn,tart drop,treat lost
398,An increase in cloud cover leads to more inverter fault during solar drop.,No,An increase in cloud cover leads to more solar drop and an increase in inverter fault leads to more solar drop.,Yes,B_A,cloud cover,inverter fault,solar drop
399,An increase in smoke alert leads to more fire drill during hall clearing.,No,An increase in smoke alert leads to more hall clearing and an increase in fire drill leads to more hall clearing.,Yes,B_A,smoke alert,fire drill,hall clearing
400,An increase in storm surge leads to more customs hold during cargo backlog.,No,An increase in storm surge leads to more cargo backlog and an increase in customs hold leads to more cargo backlog.,Yes,B_A,storm surge,customs hold,cargo backlog
401,An increase in rat chew leads to more rot wood during wall gap.,No,An increase in rat chew leads to more wall gap and an increase in rot wood leads to more wall gap.,Yes,B_A,rat chew,rot wood,wall gap
402,An increase in permit appeal leads to more vendor complaint during committee meeting.,No,An increase in permit appeal leads to more committee meeting and an increase in vendor complaint leads to more committee meeting.,Yes,B_A,permit appeal,vendor complaint,committee meeting
403,An increase in policy rewrite leads to more router swap during compliance briefing.,No,An increase in policy rewrite leads to more compliance briefing and an increase in router swap leads to more compliance briefing.,Yes,B_A,policy rewrite,router swap,compliance briefing
404,An increase in privacy complaint leads to more wiring fault during policy workshop.,No,An increase in privacy complaint leads to more policy workshop and an increase in wiring fault leads to more policy workshop.,Yes,B_A,privacy complaint,wiring fault,policy workshop
405,An increase in parking closure leads to more elevator failure during town meeting.,No,An increase in parking closure leads to more town meeting and an increase in elevator failure leads to more town meeting.,Yes,B_A,parking closure,elevator failure,town meeting
406,An increase in data breach leads to more safety citation during incident meeting.,No,An increase in data breach leads to more incident meeting and an increase in safety citation leads to more incident meeting.,Yes,B_A,data breach,safety citation,incident meeting
407,An increase in wifi loss leads to more phone dead during news miss.,No,An increase in wifi loss leads to more news miss and an increase in phone dead leads to more news miss.,Yes,B_A,wifi loss,phone dead,news miss
408,An increase in ink spill leads to more paper tear during document ruin.,No,An increase in ink spill leads to more document ruin and an increase in paper tear leads to more document ruin.,Yes,B_A,ink spill,paper tear,document ruin
409,An increase in travel ban leads to more venue loss during planning forum.,No,An increase in travel ban leads to more planning forum and an increase in venue loss leads to more planning forum.,Yes,B_A,travel ban,venue loss,planning forum
410,An increase in route change leads to more vehicle recall during driver briefing.,No,An increase in route change leads to more driver briefing and an increase in vehicle recall leads to more driver briefing.,Yes,B_A,route change,vehicle recall,driver briefing
411,An increase in software rollout leads to more instructor absence during training workshop.,No,An increase in software rollout leads to more training workshop and an increase in instructor absence leads to more training workshop.,Yes,B_A,software rollout,instructor absence,training workshop
412,An increase in permit update leads to more equipment shortage during planning forum.,No,An increase in permit update leads to more planning forum and an increase in equipment shortage leads to more planning forum.,Yes,B_A,permit update,equipment shortage,planning forum
413,An increase in vendor switch leads to more contamination report during quality meeting.,No,An increase in vendor switch leads to more quality meeting and an increase in contamination report leads to more quality meeting.,Yes,B_A,vendor switch,contamination report,quality meeting
414,An increase in policy draft leads to more budget motion during briefing session.,No,An increase in policy draft leads to more briefing session and an increase in budget motion leads to more briefing session.,Yes,B_A,policy draft,budget motion,briefing session
415,An increase in algorithm efficiency leads to more data quality during model accuracy.,No,An increase in algorithm efficiency leads to more model accuracy and an increase in data quality leads to more model accuracy.,Yes,B_A,algorithm efficiency,data quality,model accuracy
416,An increase in sock hole leads to more shoe tight during foot sore.,No,An increase in sock hole leads to more foot sore and an increase in shoe tight leads to more foot sore.,Yes,B_A,sock hole,shoe tight,foot sore
417,An increase in lid stuck leads to more jar crack during jam trap.,No,An increase in lid stuck leads to more jam trap and an increase in jar crack leads to more jam trap.,Yes,B_A,lid stuck,jar crack,jam trap
