data,label,X,Y,Z,Classification
Will the increase of swimming fin sales cause stretcher calls during open water swim?,No,swimming fin sales,stretcher calls,open water swim,B_D
Will Valentine Day cause the increase of chocolate sales and more florist orders?,Yes,chocolate sales,more florist orders,Valentine Day,B_D
Will the increase of winter scarf sales cause heating failures during arctic cold spell?,No,winter scarf sales,heating failures,arctic cold spell,B_D
Will ski resort openings cause the increase of ski pass sales and hot cocoa sales?,Yes,ski pass sales,hot cocoa sales,ski resort openings,B_D
Will the increase of scooter app downloads cause ticket checks during smart mobility?,No,scooter app downloads,ticket checks,smart mobility,B_D
Will holiday shopping season cause the increase of gift wrapping paper sales and toy store traffic?,Yes,gift wrapping paper sales,toy store traffic,holiday shopping season,B_D
Will the increase of gardening glove sales cause pest control notices during home gardening festival?,No,gardening glove sales,pest control notices,home gardening festival,B_D
Will school sports day cause the increase of soccer ball purchases and water bottle sales?,Yes,soccer ball purchases,water bottle sales,school sports day,B_D
Will the increase of camera sales cause lost tour group incidents during national heritage tour?,No,camera sales,lost tour group incidents,national heritage tour,B_D
Will mid-autumn decorations cause the increase of robot vacuum complaints and lamp sales?,Yes,robot vacuum complaints,lamp sales,mid-autumn decorations,B_D
Will the increase of umbrella rentals cause leak complaints during unexpected rain festival?,No,umbrella rentals,leak complaints,unexpected rain festival,B_D
Will stormy days cause the increase of raincoat usage and traffic delays?,Yes,raincoat usage,traffic delays,stormy days,B_D
Will the increase of fruit smoothie sales cause crowd blockage during arts fair?,No,fruit smoothie sales,crowd blockage,arts fair,B_D
Will commute hours cause the increase of headphone sales and podcast subscriptions?,Yes,headphone sales,podcast subscriptions,commute hours,B_D
Will the increase of candle sales cause chimney fire warnings during winter solstice market?,No,candle sales,chimney fire warnings,winter solstice market,B_D
Will school reopening weeks cause the increase of notebook sales and more backpack sales?,Yes,notebook sales,more backpack sales,school reopening weeks,B_D
Will the increase of science kit sales cause lab evacuations during national science?,No,science kit sales,lab evacuations,national science,B_D
Will multicultural celebration cause the increase of language book checkouts and language app downloads?,Yes,language book checkouts,language app downloads,multicultural celebration,B_D
An increase in allergy pill sales leads to an increase in clinic walk-ins during pollen season.,No,allergy pill sales,clinic walk-ins,pollen season,B_A
An increase in craft awareness month leads to an increase in both pottery class signups and kiln malfunction reports.,Yes,pottery class signups,kiln malfunction reports,craft awareness month,B_A
An increase in laptop purchases leads to an increase in bus overcrowding during back-to-school.,No,laptop purchases,bus overcrowding,back-to-school,B_A
An increase in water conservation week leads to an increase in both rainwater tank purchases and pipe blockage reports.,Yes,rainwater tank purchases,pipe blockage reports,water conservation week,B_A
An increase in ride-hailing requests leads to an increase in road closure notices during marathon day.,No,ride-hailing requests,road closure notices,marathon day,B_A
An increase in downhill race leads to an increase in both mountain bike sales and collision reports.,Yes,mountain bike sales,collision reports,downhill race,B_A
An increase in hotel bookings leads to an increase in beach overcrowding during tourist high season.,No,hotel bookings,beach overcrowding,tourist high season,B_A
An increase in STEM showcase leads to an increase in both robotics kit sales and software crash reports.,Yes,robotics kit sales,software crash reports,STEM showcase,B_A
An increase in bottled water sales leads to an increase in water boil advisories during citywide water main repairs.,No,bottled water sales,water boil advisories,citywide water main repairs,B_A
An increase in desert marathon leads to an increase in both trail running shoe purchases and dehydration tent setups.,Yes,trail running shoe purchases,dehydration tent setups,desert marathon,B_A
An increase in coffee sales leads to an increase in late arrivals reports during daylight saving time change.,No,coffee sales,late arrivals reports,daylight saving time change,B_A
An increase in tech hiring leads to an increase in both coding bootcamp enrollments and server crash reports.,Yes,coding bootcamp enrollments,server crash reports,tech hiring,B_A
An increase in movie ticket sales leads to an increase in parking lot gridlock during blockbuster movie premiere.,No,movie ticket sales,parking lot gridlock,blockbuster movie premiere,B_A
An increase in eco-tourism leads to an increase in both hiking guidebook sales and trail erosion complaints.,Yes,hiking guidebook sales,trail erosion complaints,eco-tourism,B_A
An increase in badge registrations leads to an increase in Wi-Fi congestion complaints during tech expo.,No,badge registrations,Wi-Fi congestion complaints,tech expo,B_A
An increase in river sports day leads to an increase in both kayak rentals and coast guard radio calls.,Yes,kayak rentals,coast guard radio calls,river sports day,B_A
An increase in news app downloads leads to an increase in polling place lines during national elections.,No,news app downloads,polling place lines,national elections,B_A
An increase in aerial showcase leads to an increase in both photography drone rentals and power outage reports.,Yes,photography drone rentals,power outage reports,aerial showcase,B_A
An increase in childcare service bookings leads to an increase in school closures during teacher strike week.,No,childcare service bookings,school closures,teacher strike week,B_A
An increase in nutrition week leads to an increase in both fruit smoothie machine sales and safety inspection notices.,Yes,fruit smoothie machine sales,safety inspection notices,nutrition week,B_A
An increase in grocery stockups leads to an increase in flight cancellations during blizzard warning.,No,grocery stockups,flight cancellations,blizzard warning,B_A
An increase in tailoring leads to an increase in both sewing machine sales and needle accident reports.,Yes,sewing machine sales,needle accident reports,tailoring,B_A
An increase in surge protector sales leads to an increase in power flicker reports during thunderstorm warnings.,No,surge protector sales,power flicker reports,thunderstorm warnings,B_A
An increase in lake sports leads to an increase in both stand-up paddleboard rentals and lifeguard rescues.,Yes,stand-up paddleboard rentals,lifeguard rescues,lake sports,B_A
An increase in sandbag purchases leads to an increase in road closure alerts during flood watch.,No,sandbag purchases,road closure alerts,flood watch,B_A
An increase in farming innovation fair leads to an increase in both farmers seed purchases and irrigation pump failures.,Yes,farmers seed purchases,irrigation pump failures,farming innovation fair,B_A
An increase in mask sales leads to an increase in outdoor event cancellations during smog advisory days.,No,mask sales,outdoor event cancellations,smog advisory days,B_A
An increase in translation week leads to an increase in both language dictionary sales and library system crashes.,Yes,language dictionary sales,library system crashes,translation week,B_A
An increase in low-flow fixture purchases leads to an increase in water usage citations during water rationing period.,No,low-flow fixture purchases,water usage citations,water rationing period,B_A
An increase in clean energy week leads to an increase in both rooftop solar sales and transformer repairs.,Yes,rooftop solar sales,transformer repairs,clean energy week,B_A
An increase in recycling bin pickups leads to an increase in contamination warning notices during recycling campaign.,No,recycling bin pickups,contamination warning notices,recycling campaign,B_A
An increase in polar expedition expo leads to an increase in both winter boot sales and frostbite reports.,Yes,winter boot sales,frostbite reports,polar expedition expo,B_A
An increase in restaurant reservations leads to an increase in auditorium crowd control notices during graduation.,No,restaurant reservations,auditorium crowd control notices,graduation,B_A
An increase in space science leads to an increase in both astronomy class signups and telescope malfunction reports.,Yes,astronomy class signups,telescope malfunction reports,space science,B_A
An increase in roadside snack purchases leads to an increase in scenic route slowdowns during fall foliage peak.,No,roadside snack purchases,scenic route slowdowns,fall foliage peak,B_A
An increase in craft producers fair leads to an increase in both handmade soap sales and plumbing clogs.,Yes,handmade soap sales,plumbing clogs,craft producers fair,B_A
An increase in warehouse storage rentals leads to an increase in shipping container backlogs during port congestion period.,No,warehouse storage rentals,shipping container backlogs,port congestion period,B_A
An increase in urban cycling week leads to an increase in both e-bike helmet sales and emergency drill calls.,Yes,e-bike helmet sales,emergency drill calls,urban cycling week,B_A
An increase in appliance purchases leads to an increase in parking lot shortages during sales tax holiday.,No,appliance purchases,parking lot shortages,sales tax holiday,B_A
An increase in spring birdwatching month leads to an increase in both bird feeder purchases and pest control calls.,Yes,bird feeder purchases,pest control calls,spring birdwatching month,B_A
An increase in library occupancy leads to an increase in quiet zone violations during university finals.,No,library occupancy,quiet zone violations,university finals,B_A
An increase in wedding gala leads to an increase in both chocolate fountain rentals and electrical short reports.,Yes,chocolate fountain rentals,electrical short reports,wedding gala,B_A
An increase in furnace tune-up appointments leads to an increase in call center wait times during home heating subsidy rollout.,No,furnace tune-up appointments,call center wait times,home heating subsidy rollout,B_A
An increase in DIY expo week leads to an increase in both power drill sales and noise complaints.,Yes,power drill sales,noise complaints,DIY expo week,B_A
An increase in public transit card reloads leads to an increase in carpool sign-ups during gas price surge.,No,public transit card reloads,carpool sign-ups,gas price surge,B_A
An increase in sustainability festival leads to an increase in both solar lantern sales and battery disposal notices.,Yes,solar lantern sales,battery disposal notices,sustainability festival,B_A
An increase in campground bookings leads to an increase in scenic overlook crowding during road trip season.,No,campground bookings,scenic overlook crowding,road trip season,B_A
An increase in energy-saving month leads to an increase in both smart thermostat sales and repair hotline calls.,Yes,smart thermostat sales,repair hotline calls,energy-saving month,B_A
An increase in swimming pool admissions leads to an increase in dehydration aid requests during heat advisory.,No,swimming pool admissions,dehydration aid requests,heat advisory,B_A
An increase in heritage parade leads to an increase in both cultural costume sales and traffic checkpoint delays.,Yes,cultural costume sales,traffic checkpoint delays,heritage parade,B_A
An increase in portable fan sales leads to an increase in workplace heat complaints during factory heat advisory days.,No,portable fan sales,workplace heat complaints,factory heat advisory days,B_A
An increase in indoor climbing leads to an increase in both rock climbing shoe sales and chalk supply shortages.,Yes,rock climbing shoe sales,chalk supply shortages,indoor climbing,B_A
An increase in snow shovel sales leads to an increase in roof collapse reports during heavy snowfall week.,No,snow shovel sales,roof collapse reports,heavy snowfall week,B_A
An increase in cultural crafts fair leads to an increase in both lantern painting kit sales and park litter citations.,Yes,lantern painting kit sales,park litter citations,cultural crafts fair,B_A
An increase in electric scooter rentals leads to an increase in curbside collision reports during downtown car-free festival.,No,electric scooter rentals,curbside collision reports,downtown car-free festival,B_A
An increase in aerial art festival leads to an increase in both drone photography bookings and restricted flight zone notices.,Yes,drone photography bookings,restricted flight zone notices,aerial art festival,B_A
An increase in online course enrollments leads to an increase in internet outage complaints during remote learning.,No,online course enrollments,internet outage complaints,remote learning,B_A
An increase in school bike-to-school day leads to an increase in both bicycle helmet sales and registration line backups.,Yes,bicycle helmet sales,registration line backups,school bike-to-school day,B_A
An increase in board game sales leads to an increase in space shortage complaints during family gathering holidays.,No,board game sales,space shortage complaints,family gathering holidays,B_A
An increase in night hiking festival leads to an increase in both hiking flashlight sales and trail closure alerts.,Yes,hiking flashlight sales,trail closure alerts,night hiking festival,B_A
An increase in graduation cap sales leads to an increase in public transport rerouting during university graduation.,No,graduation cap sales,public transport rerouting,university graduation,B_A
An increase in drumming celebration leads to an increase in both festival drum sales and earplug distribution.,Yes,festival drum sales,earplug distribution,drumming celebration,B_A
An increase in bakery cake orders leads to an increase in refrigerator shortages during wedding season.,No,bakery cake orders,refrigerator shortages,wedding season,B_A
An increase in home security awareness month leads to an increase in both smart lock purchases and tech support tickets.,Yes,smart lock purchases,tech support tickets,home security awareness month,B_A
An increase in champagne sales leads to an increase in police patrols during new year eve.,No,champagne sales,police patrols,new year eve,B_A
An increase in backyard barbecue festival leads to an increase in both portable grill sales and smoke alarm triggers.,Yes,portable grill sales,smoke alarm triggers,backyard barbecue festival,B_A
An increase in camping tent sales leads to an increase in forest fire warnings during midsummer camping festival.,No,camping tent sales,forest fire warnings,midsummer camping festival,B_A
An increase in green tech fair leads to an increase in both solar backpack sales and battery disposal reports.,Yes,solar backpack sales,battery disposal reports,green tech fair,B_A
An increase in lantern purchases leads to an increase in park closure notices during lantern festival.,No,lantern purchases,park closure notices,lantern festival,B_A
An increase in spiritual retreat leads to an increase in both meditation bell sales and hall scheduling conflicts.,Yes,meditation bell sales,hall scheduling conflicts,spiritual retreat,B_A
An increase in cricket bat sales leads to an increase in rail congestion during national cricket finals.,No,cricket bat sales,rail congestion,national cricket finals,B_A
An increase in makers convention leads to an increase in both 3D printer sales and filament shortage notices.,Yes,3D printer sales,filament shortage notices,makers convention,B_A
An increase in ice cream sales leads to an increase in litter patrols during seaside carnival.,No,ice cream sales,litter patrols,seaside carnival,B_A
An increase in gaming culture leads to an increase in both board game cafe visits and table shortage complaints.,Yes,board game cafe visits,table shortage complaints,gaming culture,B_A
An increase in opera ticket sales leads to an increase in valet parking shortages during cultural arts.,No,opera ticket sales,valet parking shortages,cultural arts,B_A
An increase in mobility leads to an increase in both electric scooter helmet sales and training accident reports.,Yes,electric scooter helmet sales,training accident reports,mobility,B_A
An increase in face paint purchases leads to an increase in crowd injuries during street carnival.,No,face paint purchases,crowd injuries,street carnival,B_A
An increase in plastic-free leads to an increase in both reusable straw sales and dishwasher jam reports.,Yes,reusable straw sales,dishwasher jam reports,plastic-free,B_A
An increase in electric guitar sales leads to an increase in noise ordinance fines during rock concert.,No,electric guitar sales,noise ordinance fines,rock concert,B_A
An increase in vegan food leads to an increase in both plant-based burger sales and grease trap cleanings.,Yes,plant-based burger sales,grease trap cleanings,vegan food,B_A
An increase in air ticket bookings leads to an increase in lost baggage claims during pilgrimage season.,No,air ticket bookings,lost baggage claims,pilgrimage season,B_A
An increase in online art expo leads to an increase in both digital art commission signups and payment dispute reports.,Yes,digital art commission signups,payment dispute reports,online art expo,B_A
An increase in fishing rod sales leads to an increase in dock accidents during summer fishing derby.,No,fishing rod sales,dock accidents,summer fishing derby,B_A
An increase in wellness expo leads to an increase in both wearable fitness tracker sales and charging station queues.,Yes,wearable fitness tracker sales,charging station queues,wellness expo,B_A
An increase in horse carriage rentals leads to an increase in stable shortages during heritage.,No,horse carriage rentals,stable shortages,heritage,B_A
An increase in immersive arts leads to an increase in both virtual reality art exhibit sales and bandwidth limit notices.,Yes,virtual reality art exhibit sales,bandwidth limit notices,immersive arts,B_A
An increase in meat skewer sales leads to an increase in street fire incidents during summer night market.,No,meat skewer sales,street fire incidents,summer night market,B_A
An increase in wilderness navigation camp leads to an increase in both hiking compass sales and lost hiker calls.,Yes,hiking compass sales,lost hiker calls,wilderness navigation camp,B_A
An increase in electric blanket sales leads to an increase in fire department visits during arctic blast.,No,electric blanket sales,fire department visits,arctic blast,B_A
An increase in community art classes leads to an increase in both watercolor paint sales and stained floor reports.,Yes,watercolor paint sales,stained floor reports,community art classes,B_A
An increase in airline ticket upgrades leads to an increase in hotel shuttle delays during international summit week.,No,airline ticket upgrades,hotel shuttle delays,international summit week,B_A
An increase in national park leads to an increase in both hiking trail app downloads and lost signal alerts.,Yes,hiking trail app downloads,lost signal alerts,national park,B_A
An increase in snow boot purchases leads to an increase in plowing expenses during polar vortex days.,No,snow boot purchases,plowing expenses,polar vortex days,B_A
An increase in anime convention leads to an increase in both cosplay costume sales and line control issues.,Yes,cosplay costume sales,line control issues,anime convention,B_A
An increase in art supply purchases leads to an increase in gallery entry delays during art school exhibition.,No,art supply purchases,gallery entry delays,art school exhibition,B_A
An increase in hobby expo leads to an increase in both sports collectible card sales and counterfeit detection notices.,Yes,sports collectible card sales,counterfeit detection notices,hobby expo,B_A
An increase in national flag purchases leads to an increase in traffic diversions during independence day parade.,No,national flag purchases,traffic diversions,independence day parade,B_A
An increase in frozen arts fair leads to an increase in both ice sculpture kit sales and refrigeration breakdowns.,Yes,ice sculpture kit sales,refrigeration breakdowns,frozen arts fair,B_A
An increase in theater ticket sales leads to an increase in metro line crowding during theater festival.,No,theater ticket sales,metro line crowding,theater festival,B_A
An increase in rare books festival leads to an increase in both antique book sales and preservation lab calls.,Yes,antique book sales,preservation lab calls,rare books festival,B_A
An increase in ski pass purchases leads to an increase in frostbite clinic visits during extreme cold advisory.,No,ski pass purchases,frostbite clinic visits,extreme cold advisory,B_A
An increase in ceramic art leads to an increase in both pottery wheel sales and delivery truck delays.,Yes,pottery wheel sales,delivery truck delays,ceramic art,B_A
An increase in camping stove sales leads to an increase in carbon monoxide alerts during winter camping festival.,No,camping stove sales,carbon monoxide alerts,winter camping festival,B_A
An increase in eco-city month leads to an increase in both rooftop garden planter sales and drainage complaints.,Yes,rooftop garden planter sales,drainage complaints,eco-city month,B_A
An increase in ice skate rentals leads to an increase in ankle injury reports during community ice rink.,No,ice skate rentals,ankle injury reports,community ice rink,B_A
An increase in craft heritage fair leads to an increase in both handmade candle sales and wax spill reports.,Yes,handmade candle sales,wax spill reports,craft heritage fair,B_A
An increase in space heater rentals leads to an increase in chimney fire incidents during rural heating shortage week.,No,space heater rentals,chimney fire incidents,rural heating shortage week,B_A
An increase in international sweets expo leads to an increase in both gourmet chocolate sales and customs checkpoint delays.,Yes,gourmet chocolate sales,customs checkpoint delays,international sweets expo,B_A
An increase in electric kettle purchases leads to an increase in breaker trip reports during cold tea season.,No,electric kettle purchases,breaker trip reports,cold tea season,B_A
An increase in meditation festival leads to an increase in both yoga retreat bookings and noise curfew extensions.,Yes,yoga retreat bookings,noise curfew extensions,meditation festival,B_A
An increase in online gaming logins leads to an increase in broadband slowdown complaints during esports tournament.,No,online gaming logins,broadband slowdown complaints,esports tournament,B_A
An increase in light festival leads to an increase in both laser show ticket sales and parking diversion notices.,Yes,laser show ticket sales,parking diversion notices,light festival,B_A
An increase in secondhand clothing sales leads to an increase in lost property notices during flea market.,No,secondhand clothing sales,lost property notices,flea market,B_A
An increase in home tech month leads to an increase in both smart fridge sales and software patch notices.,Yes,smart fridge sales,software patch notices,home tech month,B_A
An increase in graduation photo bookings leads to an increase in bus rerouting during commencement photo day.,No,graduation photo bookings,bus rerouting,commencement photo day,B_A
An increase in art appreciation leads to an increase in both photography exhibition signups and hallway congestion.,Yes,photography exhibition signups,hallway congestion,art appreciation,B_A
An increase in ski helmet sales leads to an increase in ski patrol rescues during alpine ski championship.,No,ski helmet sales,ski patrol rescues,alpine ski championship,B_A
An increase in literacy leads to an increase in both children book fair sales and shelf restocking delays.,Yes,children book fair sales,shelf restocking delays,literacy,B_A
An increase in pottery workshop signups leads to an increase in road detours during cultural craft festival.,No,pottery workshop signups,road detours,cultural craft festival,B_A
An increase in immersive film festival leads to an increase in both VR cinema tickets and bandwidth complaints.,Yes,VR cinema tickets,bandwidth complaints,immersive film festival,B_A
An increase in dog toy sales leads to an increase in lost dog reports during canine adoption day.,No,dog toy sales,lost dog reports,canine adoption day,B_A
An increase in winter chill alert leads to an increase in both electric heater sales and circuit overload calls.,Yes,electric heater sales,circuit overload calls,winter chill alert,B_A
An increase in rain jacket purchases leads to an increase in minor collision reports during monsoon alert days.,No,rain jacket purchases,minor collision reports,monsoon alert days,B_A
An increase in parade leads to an increase in both festival banner sales and scaffold collapse alerts.,Yes,festival banner sales,scaffold collapse alerts,parade,B_A
An increase in yoga mat sales leads to an increase in noise complaints during rooftop yoga.,No,yoga mat sales,noise complaints,rooftop yoga,B_A
An increase in trekking month leads to an increase in both hiking guide service bookings and trail bottleneck complaints.,Yes,hiking guide service bookings,trail bottleneck complaints,trekking month,B_A
An increase in video streaming subscriptions leads to an increase in electricity surge calls during home cinema.,No,video streaming subscriptions,electricity surge calls,home cinema,B_A
An increase in textile crafts leads to an increase in both handmade scarf sales and dye stain complaints.,Yes,handmade scarf sales,dye stain complaints,textile crafts,B_A
An increase in party decoration sales leads to an increase in elevator delays during corporate party season.,No,party decoration sales,elevator delays,corporate party season,B_A
An increase in hackathon season leads to an increase in both coding contest signups and laptop charger shortages.,Yes,coding contest signups,laptop charger shortages,hackathon season,B_A
An increase in souvenir purchases leads to an increase in traffic blockages during folk dance parade.,No,souvenir purchases,traffic blockages,folk dance parade,B_A
An increase in astronomy month leads to an increase in both space exhibit bookings and security scanner failures.,Yes,space exhibit bookings,security scanner failures,astronomy month,B_A
An increase in VR headset sales leads to an increase in dizziness complaints during gaming convention.,No,VR headset sales,dizziness complaints,gaming convention,B_A
An increase in local harvest month leads to an increase in both organic farm box sales and delivery rescheduling notices.,Yes,organic farm box sales,delivery rescheduling notices,local harvest month,B_A
An increase in eco-bag purchases leads to an increase in delayed checkout lines during zero-waste.,No,eco-bag purchases,delayed checkout lines,zero-waste,B_A
An increase in river games leads to an increase in both water sports rental signups and dockside congestion reports.,Yes,water sports rental signups,dockside congestion reports,river games,B_A
An increase in radio purchases leads to an increase in antenna repair calls during storm prep.,No,radio purchases,antenna repair calls,storm prep,B_A
An increase in carnival week leads to an increase in both street parade costume sales and dressing room shortages.,Yes,street parade costume sales,dressing room shortages,carnival week,B_A
An increase in bakery cookie sales leads to an increase in traffic checkpoint setups during children fair.,No,bakery cookie sales,traffic checkpoint setups,children fair,B_A
An increase in hobby fair leads to an increase in both collectible toy sales and authenticity dispute reports.,Yes,collectible toy sales,authenticity dispute reports,hobby fair,B_A
An increase in concert livestream purchases leads to an increase in power line failures during virtual music.,No,concert livestream purchases,power line failures,virtual music,B_A
An increase in intercultural leads to an increase in both cultural workshop signups and translation delay reports.,Yes,cultural workshop signups,translation delay reports,intercultural,B_A
An increase in game console sales leads to an increase in package theft reports during holiday shipping rush.,No,game console sales,package theft reports,holiday shipping rush,B_A
An increase in seaside tourism fair leads to an increase in both boat tour bookings and lifebuoy distribution.,Yes,boat tour bookings,lifebuoy distribution,seaside tourism fair,B_A
An increase in sunscreen lotion sales leads to an increase in jellyfish sting reports during seaside safety.,No,sunscreen lotion sales,jellyfish sting reports,seaside safety,B_A
An increase in puppet festival leads to an increase in both children puppet sales and theater curtain issues.,Yes,children puppet sales,theater curtain issues,puppet festival,B_A
An increase in acoustic guitar sales leads to an increase in neighborhood complaints during folk music.,No,acoustic guitar sales,neighborhood complaints,folk music,B_A
An increase in urban gardening week leads to an increase in both community garden seedling sales and compost overflow.,Yes,community garden seedling sales,compost overflow,urban gardening week,B_A
An increase in carnival ride tickets leads to an increase in first aid tent visits during summer fair.,No,carnival ride tickets,first aid tent visits,summer fair,B_A
An increase in health innovation fair leads to an increase in both wearable health monitor sales and calibration complaints.,Yes,wearable health monitor sales,calibration complaints,health innovation fair,B_A
An increase in drone rentals leads to an increase in restricted airspace notices during agricultural monitoring week.,No,drone rentals,restricted airspace notices,agricultural monitoring week,B_A
An increase in global gaming day leads to an increase in both online puzzle subscriptions and server reset requests.,Yes,online puzzle subscriptions,server reset requests,global gaming day,B_A
An increase in ice sculpture orders leads to an increase in cracked pavement reports during winter carnival gala.,No,ice sculpture orders,cracked pavement reports,winter carnival gala,B_A
An increase in orchestra showcase leads to an increase in both electric violin rentals and speaker repair calls.,Yes,electric violin rentals,speaker repair calls,orchestra showcase,B_A
An increase in hiking pole sales leads to an increase in twisted ankle reports during highland trekking.,No,hiking pole sales,twisted ankle reports,highland trekking,B_A
An increase in digital artists expo leads to an increase in both graphic tablet sales and stylus shortage reports.,Yes,graphic tablet sales,stylus shortage reports,digital artists expo,B_A
An increase in bottled smoothie sales leads to an increase in recycling overflow during workplace wellness week.,No,bottled smoothie sales,recycling overflow,workplace wellness week,B_A
An increase in regional anglers festival leads to an increase in both fishing rod rentals and dock permit checks.,Yes,fishing rod rentals,dock permit checks,regional anglers festival,B_A
An increase in flashlight sales leads to an increase in elevator entrapment calls during rolling blackout period.,No,flashlight sales,elevator entrapment calls,rolling blackout period,B_A
An increase in tech trial leads to an increase in both augmented reality game downloads and phone overheating cases.,Yes,augmented reality game downloads,phone overheating cases,tech trial,B_A
An increase in antique fair purchases leads to an increase in highway slowdowns during regional antique fair.,No,antique fair purchases,highway slowdowns,regional antique fair,B_A
An increase in home living exhibition leads to an increase in both smart curtain sales and app crash reports.,Yes,smart curtain sales,app crash reports,home living exhibition,B_A
An increase in ski jacket purchases leads to an increase in shuttle delays during winter tourism.,No,ski jacket purchases,shuttle delays,winter tourism,B_A
An increase in family drama festival leads to an increase in both children theater ticket sales and restroom queue complaints.,Yes,children theater ticket sales,restroom queue complaints,family drama festival,B_A
An increase in school trip bookings leads to an increase in highway rest stop backups during school excursion.,No,school trip bookings,highway rest stop backups,school excursion,B_A
An increase in beauty tech fair leads to an increase in both smart mirror sales and connectivity error reports.,Yes,smart mirror sales,connectivity error reports,beauty tech fair,B_A
An increase in summer camp enrollments leads to an increase in insect bite clinic visits during youth summer camp.,No,summer camp enrollments,insect bite clinic visits,youth summer camp,B_A
An increase in heritage travel fair leads to an increase in both cultural souvenir purchases and luggage claim disputes.,Yes,cultural souvenir purchases,luggage claim disputes,heritage travel fair,B_A
An increase in cycling helmet purchases leads to an increase in medical tent reports during cross-country cycling race.,No,cycling helmet purchases,medical tent reports,cross-country cycling race,B_A
An increase in bilingualism awareness month leads to an increase in both language learning app signups and password reset requests.,Yes,language learning app signups,password reset requests,bilingualism awareness month,B_A
An increase in picnic blanket sales leads to an increase in lost item reports during city picnic day.,No,picnic blanket sales,lost item reports,city picnic day,B_A
An increase in ergonomic office leads to an increase in both smart desk purchases and cable entanglement reports.,Yes,smart desk purchases,cable entanglement reports,ergonomic office,B_A
An increase in cycling tour packages leads to an increase in ferry delay notices during cycling tourism festival.,No,cycling tour packages,ferry delay notices,cycling tourism festival,B_A
An increase in world finals leads to an increase in both online sports streaming logins and access denial reports.,Yes,online sports streaming logins,access denial reports,world finals,B_A
An increase in space exhibit tickets leads to an increase in transit pass issues during science museum anniversary.,No,space exhibit tickets,transit pass issues,science museum anniversary,B_A
An increase in eco home expo leads to an increase in both bamboo furniture sales and shipment breakage complaints.,Yes,bamboo furniture sales,shipment breakage complaints,eco home expo,B_A
An increase in swimming goggle sales leads to an increase in minor injury reports during community swim gala.,No,swimming goggle sales,minor injury reports,community swim gala,B_A
An increase in creativity leads to an increase in both online art tutorial sales and subscription cancellations.,Yes,online art tutorial sales,subscription cancellations,creativity,B_A
An increase in electric car sales leads to an increase in charging station breakdowns during clean transport week.,No,electric car sales,charging station breakdowns,clean transport week,B_A
An increase in edtech summit leads to an increase in both VR classroom headset rentals and overheating complaints.,Yes,VR classroom headset rentals,overheating complaints,edtech summit,B_A
An increase in wool sweater sales leads to an increase in thermostat failure calls during cold fashion week.,No,wool sweater sales,thermostat failure calls,cold fashion week,B_A
An increase in fintech festival leads to an increase in both mobile payment app signups and verification delays.,Yes,mobile payment app signups,verification delays,fintech festival,B_A
An increase in camping chair sales leads to an increase in firewood shortages during bonfire night.,No,camping chair sales,firewood shortages,bonfire night,B_A
An increase in battery awareness leads to an increase in both e-scooter battery sales and recycling backlog.,Yes,e-scooter battery sales,recycling backlog,battery awareness,B_A
An increase in wine glass purchases leads to an increase in cleanup crew delays during vineyard harvest festival.,No,wine glass purchases,cleanup crew delays,vineyard harvest festival,B_A
An increase in fiber crafts week leads to an increase in both knitting kit sales and hand injury reports.,Yes,knitting kit sales,hand injury reports,fiber crafts week,B_A
An increase in VR game purchases leads to an increase in optometrist visits during virtual reality expo.,No,VR game purchases,optometrist visits,virtual reality expo,B_A
An increase in adventure fitness month leads to an increase in both indoor climbing wall signups and rope fray reports.,Yes,indoor climbing wall signups,rope fray reports,adventure fitness month,B_A
An increase in kite sales leads to an increase in field injury reports during spring kite festival.,No,kite sales,field injury reports,spring kite festival,B_A
An increase in spring sky fair leads to an increase in both kite workshop enrollments and supply shortages.,Yes,kite workshop enrollments,supply shortages,spring sky fair,B_A
An increase in holiday light sales leads to an increase in power line inspections during winter light festival.,No,holiday light sales,power line inspections,winter light festival,B_A
An increase in cultural parade leads to an increase in both festival costume rentals and wardrobe malfunctions.,Yes,festival costume rentals,wardrobe malfunctions,cultural parade,B_A
An increase in summer dress sales leads to an increase in hydration tent visits during outdoor fashion show.,No,summer dress sales,hydration tent visits,outdoor fashion show,B_A
An increase in regional auto fair leads to an increase in both car rental reservations and key loss complaints.,Yes,car rental reservations,key loss complaints,regional auto fair,B_A
An increase in e-book purchases leads to an increase in student login errors during digital literacy.,No,e-book purchases,student login errors,digital literacy,B_A
An increase in art in public spaces leads to an increase in both street artist permit requests and patrol notices.,Yes,street artist permit requests,patrol notices,art in public spaces,B_A
An increase in toy drone sales leads to an increase in lost drone recoveries during hobby drone festival.,No,toy drone sales,lost drone recoveries,hobby drone festival,B_A
An increase in cultural night fair leads to an increase in both festival lantern orders and scaffold delays.,Yes,festival lantern orders,scaffold delays,cultural night fair,B_A
An increase in opera costume rentals leads to an increase in elevator breakdown reports during theater gala.,No,opera costume rentals,elevator breakdown reports,theater gala,B_A
An increase in stargazer summit leads to an increase in both astronomy club signups and telescope repair calls.,Yes,astronomy club signups,telescope repair calls,stargazer summit,B_A
An increase in ceramic vase sales leads to an increase in customs delays during pottery trade fair.,No,ceramic vase sales,customs delays,pottery trade fair,B_A
An increase in library renovation leads to an increase in both puzzle purchases and online chess activity.,Yes,puzzle purchases,online chess activity,library renovation,B_A
