Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
171,Will the increase of voter registration forms cause ballot misprints during early voting?,No,Will early voting cause the increase of voter registration forms and ballot misprints?,Yes,B_D,voter registration forms,ballot misprints,early voting
172,Will the increase of boardwalk snack sales cause trash can fires during seaside carnival?,No,Will seaside carnival cause the increase of boardwalk snack sales and trash can fires?,Yes,B_D,boardwalk snack sales,trash can fires,seaside carnival
173,Will the increase of chess board sales cause hallway crowding during interschool chess tournament?,No,Will interschool chess tournament cause the increase of chess board sales and hallway crowding?,Yes,B_D,chess board sales,hallway crowding,interschool chess tournament
174,Will the increase of festival wristband purchases cause barcode scan failures during open-air concert?,No,Will open-air concert cause the increase of festival wristband purchases and barcode scan failures?,Yes,B_D,festival wristband purchases,barcode scan failures,open-air concert
175,Will the increase of local craft beer sales cause hospital admissions during brew festival?,No,Will brew festival cause the increase of local craft beer sales and hospital admissions?,Yes,B_D,local craft beer sales,hospital admissions,brew festival
176,Will the increase of hot air balloon ride sales cause traffic control issues during sky festival?,No,Will sky festival cause the increase of hot air balloon ride sales and traffic control issues?,Yes,B_D,hot air balloon ride sales,traffic control issues,sky festival
177,Will the increase of parade float materials cause noise citation spikes during midsummer parade?,No,Will midsummer parade cause the increase of parade float materials and noise citation spikes?,Yes,B_D,parade float materials,noise citation spikes,midsummer parade
178,Will the increase of cultural film ticket sales cause queue overflow during heritage cinema?,No,Will heritage cinema cause the increase of cultural film ticket sales and queue overflow?,Yes,B_D,cultural film ticket sales,queue overflow,heritage cinema
179,Will the increase of climbing rope sales cause mountain lodge shortages during climbing festival?,No,Will climbing festival cause the increase of climbing rope sales and mountain lodge shortages?,Yes,B_D,climbing rope sales,mountain lodge shortages,climbing festival
180,Will the increase of indoor soccer ball sales cause injury insurance claims during futsal tournament?,No,Will futsal tournament cause the increase of indoor soccer ball sales and injury insurance claims?,Yes,B_D,indoor soccer ball sales,injury insurance claims,futsal tournament
181,Will the increase of pastry shop orders cause delivery van crashes during bakery fair?,No,Will bakery fair cause the increase of pastry shop orders and delivery van crashes?,Yes,B_D,pastry shop orders,delivery van crashes,bakery fair
182,Will the increase of souvenir magnet sales cause airline luggage rechecks during national fair?,No,Will national fair cause the increase of souvenir magnet sales and airline luggage rechecks?,Yes,B_D,souvenir magnet sales,airline luggage rechecks,national fair
183,Will the increase of herbal tea sales cause office fatigue complaints during stress awareness week?,No,Will stress awareness week cause the increase of herbal tea sales and office fatigue complaints?,Yes,B_D,herbal tea sales,office fatigue complaints,stress awareness week
184,Will the increase of event photography bookings cause power socket overloads during local expo?,No,Will local expo cause the increase of event photography bookings and power socket overloads?,Yes,B_D,event photography bookings,power socket overloads,local expo
185,Will the increase of photography workshop signups cause traffic wardens patrols during photo festival?,No,Will photo festival cause the increase of photography workshop signups and traffic wardens patrols?,Yes,B_D,photography workshop signups,traffic wardens patrols,photo festival
186,Will the increase of craft beer mug sales cause dishwashing machine failures during brewing festival?,No,Will brewing festival cause the increase of craft beer mug sales and dishwashing machine failures?,Yes,B_D,craft beer mug sales,dishwashing machine failures,brewing festival
187,Will the increase of graduation ticket sales cause metro gate malfunctions during high school commencement?,No,Will high school commencement cause the increase of graduation ticket sales and metro gate malfunctions?,Yes,B_D,graduation ticket sales,metro gate malfunctions,high school commencement
188,Will the increase of digital ticket sales cause QR code misreads during outdoor theater night?,No,Will outdoor theater night cause the increase of digital ticket sales and QR code misreads?,Yes,B_D,digital ticket sales,QR code misreads,outdoor theater night
189,Will the increase of picnic basket rentals cause garbage truck reroutes during community fair day?,No,Will community fair day cause the increase of picnic basket rentals and garbage truck reroutes?,Yes,B_D,picnic basket rentals,garbage truck reroutes,community fair day
190,Will the increase of smart lamp purchases cause circuit complaints during home gadget?,No,Will home gadget cause the increase of smart lamp purchases and circuit complaints?,Yes,B_D,smart lamp purchases,circuit complaints,home gadget
191,Will the increase of hiking permit sales cause ranger overtime shifts during mountain safety week?,No,Will mountain safety week cause the increase of hiking permit sales and ranger overtime shifts?,Yes,B_D,hiking permit sales,ranger overtime shifts,mountain safety week
192,Will the increase of mobile game downloads cause account lockouts during youth e-sport rally?,No,Will youth e-sport rally cause the increase of mobile game downloads and account lockouts?,Yes,B_D,mobile game downloads,account lockouts,youth e-sport rally
193,Will the increase of bicycle light sales cause ticket fines during night cycling parade?,No,Will night cycling parade cause the increase of bicycle light sales and ticket fines?,Yes,B_D,bicycle light sales,ticket fines,night cycling parade
194,Will the increase of interactive map app signups cause login crashes during tourism promotion?,No,Will tourism promotion cause the increase of interactive map app signups and login crashes?,Yes,B_D,interactive map app signups,login crashes,tourism promotion
195,Will the increase of frozen yogurt sales cause ambulance dispatches during extreme heat rally?,No,Will extreme heat rally cause the increase of frozen yogurt sales and ambulance dispatches?,Yes,B_D,frozen yogurt sales,ambulance dispatches,extreme heat rally
196,Will the increase of cycling marathon shirt sales cause hydration refill delays during endurance race?,No,Will endurance race cause the increase of cycling marathon shirt sales and hydration refill delays?,Yes,B_D,cycling marathon shirt sales,hydration refill delays,endurance race
197,Will the increase of solar lantern sales cause animal control calls during night farming festival?,No,Will night farming festival cause the increase of solar lantern sales and animal control calls?,Yes,B_D,solar lantern sales,animal control calls,night farming festival
198,Will the increase of violin bow sales cause stage hazard alerts during symphony rehearsal?,No,Will symphony rehearsal cause the increase of violin bow sales and stage hazard alerts?,Yes,B_D,violin bow sales,stage hazard alerts,symphony rehearsal
199,Will the increase of smoothie blender sales cause electric fire incidents during home appliance fair?,No,Will home appliance fair cause the increase of smoothie blender sales and electric fire incidents?,Yes,B_D,smoothie blender sales,electric fire incidents,home appliance fair
200,Will the increase of hiking water bottle sales cause campsite shortage reports during trail conservation week?,No,Will trail conservation week cause the increase of hiking water bottle sales and campsite shortage reports?,Yes,B_D,hiking water bottle sales,campsite shortage reports,trail conservation week
201,Will the increase of e-bike rentals cause helmet inspection notices during urban safety?,No,Will urban safety cause the increase of e-bike rentals and helmet inspection notices?,Yes,B_D,e-bike rentals,helmet inspection notices,urban safety
202,Will the increase of candle sales increase and cause higher home heating costs during winter?,No,Will winter cause the increase of candle sales increase and and higher home heating costs?,Yes,B_D,candle sales increase and,higher home heating costs,winter
203,Will the increase of cycling tour signups cause ferry rerouting during cross-city cycling festival?,No,Will cross-city cycling festival cause the increase of cycling tour signups and ferry rerouting?,Yes,B_D,cycling tour signups,ferry rerouting,cross-city cycling festival
204,Will the increase of sunscreen purchases cause burning injuries during sunny weather?,No,Will sunny weather cause the increase of sunscreen purchases and burning injuries?,Yes,B_D,sunscreen purchases,burning injuries,sunny weather
205,Will the increase of picnic chair rentals cause recycling station overflows during riverside family picnic day?,No,Will riverside family picnic day cause the increase of picnic chair rentals and recycling station overflows?,Yes,B_D,picnic chair rentals,recycling station overflows,riverside family picnic day
206,Will the increase of coffee consumption cause printer usage during office work hours?,No,Will office work hours cause the increase of coffee consumption and printer usage?,Yes,B_D,coffee consumption,printer usage,office work hours
207,Will the increase of teacher handbook sales cause lobby congestion during national teacher conference?,No,Will national teacher conference cause the increase of teacher handbook sales and lobby congestion?,Yes,B_D,teacher handbook sales,lobby congestion,national teacher conference
208,Will the increase of pizza deliveries cause trash overflow during university game nights?,No,Will university game nights cause the increase of pizza deliveries and trash overflow?,Yes,B_D,pizza deliveries,trash overflow,university game nights
209,Will the increase of suitcase sales cause escalator stoppages during summer travel expo?,No,Will summer travel expo cause the increase of suitcase sales and escalator stoppages?,Yes,B_D,suitcase sales,escalator stoppages,summer travel expo
210,Will the increase of comic book purchases cause arcade game attendance during fan convention?,No,Will fan convention cause the increase of comic book purchases and arcade game attendance?,Yes,B_D,comic book purchases,arcade game attendance,fan convention
211,Will the increase of beach umbrella rentals cause volunteer shortage notices during coastal cleanup?,No,Will coastal cleanup cause the increase of beach umbrella rentals and volunteer shortage notices?,Yes,B_D,beach umbrella rentals,volunteer shortage notices,coastal cleanup
212,Will the increase of ice cream sales cause sunburn cases during summer days?,No,Will summer days cause the increase of ice cream sales and sunburn cases?,Yes,B_D,ice cream sales,sunburn cases,summer days
213,Will the increase of flower delivery orders cause street barricades during mothers day?,No,Will mothers day cause the increase of flower delivery orders and street barricades?,Yes,B_D,flower delivery orders,street barricades,mothers day
214,Will the increase of fan purchases cause outdoor concert attendance during heatwaves?,No,Will heatwaves cause the increase of fan purchases and outdoor concert attendance?,Yes,B_D,fan purchases,outdoor concert attendance,heatwaves
215,Will the increase of popcorn sales cause audio malfunction complaints during independent film festival?,No,Will independent film festival cause the increase of popcorn sales and audio malfunction complaints?,Yes,B_D,popcorn sales,audio malfunction complaints,independent film festival
216,Will the increase of coffee shop visits cause late-night study sessions during final exam?,No,Will final exam cause the increase of coffee shop visits and late-night study sessions?,Yes,B_D,coffee shop visits,late-night study sessions,final exam
217,Will the increase of football boot purchases cause crowd surge alerts during junior football cup?,No,Will junior football cup cause the increase of football boot purchases and crowd surge alerts?,Yes,B_D,football boot purchases,crowd surge alerts,junior football cup
218,Will the increase of beach umbrella rentals cause more ice cream truck visits during a holiday heatwave?,No,Will a holiday heatwave cause the increase of beach umbrella rentals and more ice cream truck visits?,Yes,B_D,beach umbrella rentals,more ice cream truck visits,a holiday heatwave
219,Will the increase of power bank sales cause overheating complaints during coding hackathon week?,No,Will coding hackathon week cause the increase of power bank sales and overheating complaints?,Yes,B_D,power bank sales,overheating complaints,coding hackathon week
220,Will the increase of shopping bag usage cause car traffic during holiday season?,No,Will holiday season cause the increase of shopping bag usage and car traffic?,Yes,B_D,shopping bag usage,car traffic,holiday season
221,Will the increase of theater costume rentals cause makeup room accidents during children drama festival?,No,Will children drama festival cause the increase of theater costume rentals and makeup room accidents?,Yes,B_D,theater costume rentals,makeup room accidents,children drama festival
222,Will the increase of reusable bag purchases cause plastic waste reduction during environmental campaigns?,No,Will environmental campaigns cause the increase of reusable bag purchases and plastic waste reduction?,Yes,B_D,reusable bag purchases,plastic waste reduction,environmental campaigns
223,Will the increase of canvas sales cause paint spill reports during local art fair?,No,Will local art fair cause the increase of canvas sales and paint spill reports?,Yes,B_D,canvas sales,paint spill reports,local art fair
224,Will the increase of virtual museum tour views cause postcard orders during cultural awareness?,No,Will cultural awareness cause the increase of virtual museum tour views and postcard orders?,Yes,B_D,virtual museum tour views,postcard orders,cultural awareness
225,Will the increase of beer purchases cause street altercations during city Oktoberfest celebration?,No,Will city Oktoberfest celebration cause the increase of beer purchases and street altercations?,Yes,B_D,beer purchases,street altercations,city Oktoberfest celebration
226,Will the increase of shovel rentals cause back injuries during community gardening days?,No,Will community gardening days cause the increase of shovel rentals and back injuries?,Yes,B_D,shovel rentals,back injuries,community gardening days
227,Will the increase of hiking tent rentals cause animal disturbance reports during national park festival?,No,Will national park festival cause the increase of hiking tent rentals and animal disturbance reports?,Yes,B_D,hiking tent rentals,animal disturbance reports,national park festival
228,Will the increase of cotton candy sales cause carousel ride tickets during spring carnival?,No,Will spring carnival cause the increase of cotton candy sales and carousel ride tickets?,Yes,B_D,cotton candy sales,carousel ride tickets,spring carnival
229,Will the increase of student loan applications cause processing backlogs during financial aid awareness?,No,Will financial aid awareness cause the increase of student loan applications and processing backlogs?,Yes,B_D,student loan applications,processing backlogs,financial aid awareness
230,Will the increase of candle purchases cause fire department calls during power outages?,No,Will power outages cause the increase of candle purchases and fire department calls?,Yes,B_D,candle purchases,fire department calls,power outages
231,Will the increase of fishing license sales cause pier congestion during lake reopening?,No,Will lake reopening cause the increase of fishing license sales and pier congestion?,Yes,B_D,fishing license sales,pier congestion,lake reopening
232,Will the increase of language learning app installs cause journal purchases during international student orientation?,No,Will international student orientation cause the increase of language learning app installs and journal purchases?,Yes,B_D,language learning app installs,journal purchases,international student orientation
233,Will the increase of swimming fin sales cause stretcher calls during open water swim?,No,Will open water swim cause the increase of swimming fin sales and stretcher calls?,Yes,B_D,swimming fin sales,stretcher calls,open water swim
234,Will the increase of chocolate sales cause more florist orders during Valentine Day?,No,Will Valentine Day cause the increase of chocolate sales and more florist orders?,Yes,B_D,chocolate sales,more florist orders,Valentine Day
235,Will the increase of winter scarf sales cause heating failures during arctic cold spell?,No,Will arctic cold spell cause the increase of winter scarf sales and heating failures?,Yes,B_D,winter scarf sales,heating failures,arctic cold spell
236,Will the increase of ski pass sales cause hot cocoa sales during ski resort openings?,No,Will ski resort openings cause the increase of ski pass sales and hot cocoa sales?,Yes,B_D,ski pass sales,hot cocoa sales,ski resort openings
237,Will the increase of scooter app downloads cause ticket checks during smart mobility?,No,Will smart mobility cause the increase of scooter app downloads and ticket checks?,Yes,B_D,scooter app downloads,ticket checks,smart mobility
238,Will the increase of gift wrapping paper sales cause toy store traffic during holiday shopping season?,No,Will holiday shopping season cause the increase of gift wrapping paper sales and toy store traffic?,Yes,B_D,gift wrapping paper sales,toy store traffic,holiday shopping season
239,Will the increase of gardening glove sales cause pest control notices during home gardening festival?,No,Will home gardening festival cause the increase of gardening glove sales and pest control notices?,Yes,B_D,gardening glove sales,pest control notices,home gardening festival
240,Will the increase of soccer ball purchases cause water bottle sales during school sports day?,No,Will school sports day cause the increase of soccer ball purchases and water bottle sales?,Yes,B_D,soccer ball purchases,water bottle sales,school sports day
241,Will the increase of camera sales cause lost tour group incidents during national heritage tour?,No,Will national heritage tour cause the increase of camera sales and lost tour group incidents?,Yes,B_D,camera sales,lost tour group incidents,national heritage tour
242,Will the increase of robot vacuum complaints cause lamp sales during mid-autumn decorations?,No,Will mid-autumn decorations cause the increase of robot vacuum complaints and lamp sales?,Yes,B_D,robot vacuum complaints,lamp sales,mid-autumn decorations
243,Will the increase of umbrella rentals cause leak complaints during unexpected rain festival?,No,Will unexpected rain festival cause the increase of umbrella rentals and leak complaints?,Yes,B_D,umbrella rentals,leak complaints,unexpected rain festival
244,Will the increase of raincoat usage cause traffic delays during stormy days?,No,Will stormy days cause the increase of raincoat usage and traffic delays?,Yes,B_D,raincoat usage,traffic delays,stormy days
245,Will the increase of fruit smoothie sales cause crowd blockage during arts fair?,No,Will arts fair cause the increase of fruit smoothie sales and crowd blockage?,Yes,B_D,fruit smoothie sales,crowd blockage,arts fair
246,Will the increase of headphone sales cause podcast subscriptions during commute hours?,No,Will commute hours cause the increase of headphone sales and podcast subscriptions?,Yes,B_D,headphone sales,podcast subscriptions,commute hours
247,Will the increase of candle sales cause chimney fire warnings during winter solstice market?,No,Will winter solstice market cause the increase of candle sales and chimney fire warnings?,Yes,B_D,candle sales,chimney fire warnings,winter solstice market
248,Will the increase of notebook sales cause more backpack sales during school reopening weeks?,No,Will school reopening weeks cause the increase of notebook sales and more backpack sales?,Yes,B_D,notebook sales,more backpack sales,school reopening weeks
249,Will the increase of science kit sales cause lab evacuations during national science?,No,Will national science cause the increase of science kit sales and lab evacuations?,Yes,B_D,science kit sales,lab evacuations,national science
250,Will the increase of language book checkouts cause language app downloads during multicultural celebration?,No,Will multicultural celebration cause the increase of language book checkouts and language app downloads?,Yes,B_D,language book checkouts,language app downloads,multicultural celebration
251,An increase in allergy pill sales leads to an increase in clinic walk-ins during pollen season.,No,An increase in pollen season leads to an increase in both allergy pill sales and clinic walk-ins.,Yes,B_A,allergy pill sales,clinic walk-ins,pollen season
252,An increase in pottery class signups leads to an increase in kiln malfunction reports during craft awareness month.,No,An increase in craft awareness month leads to an increase in both pottery class signups and kiln malfunction reports.,Yes,B_A,pottery class signups,kiln malfunction reports,craft awareness month
253,An increase in laptop purchases leads to an increase in bus overcrowding during back-to-school.,No,An increase in back-to-school leads to an increase in both laptop purchases and bus overcrowding.,Yes,B_A,laptop purchases,bus overcrowding,back-to-school
254,An increase in rainwater tank purchases leads to an increase in pipe blockage reports during water conservation week.,No,An increase in water conservation week leads to an increase in both rainwater tank purchases and pipe blockage reports.,Yes,B_A,rainwater tank purchases,pipe blockage reports,water conservation week
255,An increase in ride-hailing requests leads to an increase in road closure notices during marathon day.,No,An increase in marathon day leads to an increase in both ride-hailing requests and road closure notices.,Yes,B_A,ride-hailing requests,road closure notices,marathon day
256,An increase in mountain bike sales leads to an increase in collision reports during downhill race.,No,An increase in downhill race leads to an increase in both mountain bike sales and collision reports.,Yes,B_A,mountain bike sales,collision reports,downhill race
257,An increase in hotel bookings leads to an increase in beach overcrowding during tourist high season.,No,An increase in tourist high season leads to an increase in both hotel bookings and beach overcrowding.,Yes,B_A,hotel bookings,beach overcrowding,tourist high season
258,An increase in robotics kit sales leads to an increase in software crash reports during STEM showcase.,No,An increase in STEM showcase leads to an increase in both robotics kit sales and software crash reports.,Yes,B_A,robotics kit sales,software crash reports,STEM showcase
259,An increase in bottled water sales leads to an increase in water boil advisories during citywide water main repairs.,No,An increase in citywide water main repairs leads to an increase in both bottled water sales and water boil advisories.,Yes,B_A,bottled water sales,water boil advisories,citywide water main repairs
260,An increase in trail running shoe purchases leads to an increase in dehydration tent setups during desert marathon.,No,An increase in desert marathon leads to an increase in both trail running shoe purchases and dehydration tent setups.,Yes,B_A,trail running shoe purchases,dehydration tent setups,desert marathon
261,An increase in coffee sales leads to an increase in late arrivals reports during daylight saving time change.,No,An increase in daylight saving time change leads to an increase in both coffee sales and late arrivals reports.,Yes,B_A,coffee sales,late arrivals reports,daylight saving time change
262,An increase in coding bootcamp enrollments leads to an increase in server crash reports during tech hiring.,No,An increase in tech hiring leads to an increase in both coding bootcamp enrollments and server crash reports.,Yes,B_A,coding bootcamp enrollments,server crash reports,tech hiring
263,An increase in movie ticket sales leads to an increase in parking lot gridlock during blockbuster movie premiere.,No,An increase in blockbuster movie premiere leads to an increase in both movie ticket sales and parking lot gridlock.,Yes,B_A,movie ticket sales,parking lot gridlock,blockbuster movie premiere
264,An increase in hiking guidebook sales leads to an increase in trail erosion complaints during eco-tourism.,No,An increase in eco-tourism leads to an increase in both hiking guidebook sales and trail erosion complaints.,Yes,B_A,hiking guidebook sales,trail erosion complaints,eco-tourism
265,An increase in badge registrations leads to an increase in Wi-Fi congestion complaints during tech expo.,No,An increase in tech expo leads to an increase in both badge registrations and Wi-Fi congestion complaints.,Yes,B_A,badge registrations,Wi-Fi congestion complaints,tech expo
266,An increase in kayak rentals leads to an increase in coast guard radio calls during river sports day.,No,An increase in river sports day leads to an increase in both kayak rentals and coast guard radio calls.,Yes,B_A,kayak rentals,coast guard radio calls,river sports day
267,An increase in news app downloads leads to an increase in polling place lines during national elections.,No,An increase in national elections leads to an increase in both news app downloads and polling place lines.,Yes,B_A,news app downloads,polling place lines,national elections
268,An increase in photography drone rentals leads to an increase in power outage reports during aerial showcase.,No,An increase in aerial showcase leads to an increase in both photography drone rentals and power outage reports.,Yes,B_A,photography drone rentals,power outage reports,aerial showcase
269,An increase in childcare service bookings leads to an increase in school closures during teacher strike week.,No,An increase in teacher strike week leads to an increase in both childcare service bookings and school closures.,Yes,B_A,childcare service bookings,school closures,teacher strike week
270,An increase in fruit smoothie machine sales leads to an increase in safety inspection notices during nutrition week.,No,An increase in nutrition week leads to an increase in both fruit smoothie machine sales and safety inspection notices.,Yes,B_A,fruit smoothie machine sales,safety inspection notices,nutrition week
271,An increase in grocery stockups leads to an increase in flight cancellations during blizzard warning.,No,An increase in blizzard warning leads to an increase in both grocery stockups and flight cancellations.,Yes,B_A,grocery stockups,flight cancellations,blizzard warning
272,An increase in sewing machine sales leads to an increase in needle accident reports during tailoring.,No,An increase in tailoring leads to an increase in both sewing machine sales and needle accident reports.,Yes,B_A,sewing machine sales,needle accident reports,tailoring
273,An increase in surge protector sales leads to an increase in power flicker reports during thunderstorm warnings.,No,An increase in thunderstorm warnings leads to an increase in both surge protector sales and power flicker reports.,Yes,B_A,surge protector sales,power flicker reports,thunderstorm warnings
274,An increase in stand-up paddleboard rentals leads to an increase in lifeguard rescues during lake sports.,No,An increase in lake sports leads to an increase in both stand-up paddleboard rentals and lifeguard rescues.,Yes,B_A,stand-up paddleboard rentals,lifeguard rescues,lake sports
275,An increase in sandbag purchases leads to an increase in road closure alerts during flood watch.,No,An increase in flood watch leads to an increase in both sandbag purchases and road closure alerts.,Yes,B_A,sandbag purchases,road closure alerts,flood watch
276,An increase in farmers seed purchases leads to an increase in irrigation pump failures during farming innovation fair.,No,An increase in farming innovation fair leads to an increase in both farmers seed purchases and irrigation pump failures.,Yes,B_A,farmers seed purchases,irrigation pump failures,farming innovation fair
277,An increase in mask sales leads to an increase in outdoor event cancellations during smog advisory days.,No,An increase in smog advisory days leads to an increase in both mask sales and outdoor event cancellations.,Yes,B_A,mask sales,outdoor event cancellations,smog advisory days
278,An increase in language dictionary sales leads to an increase in library system crashes during translation week.,No,An increase in translation week leads to an increase in both language dictionary sales and library system crashes.,Yes,B_A,language dictionary sales,library system crashes,translation week
279,An increase in low-flow fixture purchases leads to an increase in water usage citations during water rationing period.,No,An increase in water rationing period leads to an increase in both low-flow fixture purchases and water usage citations.,Yes,B_A,low-flow fixture purchases,water usage citations,water rationing period
280,An increase in rooftop solar sales leads to an increase in transformer repairs during clean energy week.,No,An increase in clean energy week leads to an increase in both rooftop solar sales and transformer repairs.,Yes,B_A,rooftop solar sales,transformer repairs,clean energy week
281,An increase in recycling bin pickups leads to an increase in contamination warning notices during recycling campaign.,No,An increase in recycling campaign leads to an increase in both recycling bin pickups and contamination warning notices.,Yes,B_A,recycling bin pickups,contamination warning notices,recycling campaign
282,An increase in winter boot sales leads to an increase in frostbite reports during polar expedition expo.,No,An increase in polar expedition expo leads to an increase in both winter boot sales and frostbite reports.,Yes,B_A,winter boot sales,frostbite reports,polar expedition expo
283,An increase in restaurant reservations leads to an increase in auditorium crowd control notices during graduation.,No,An increase in graduation leads to an increase in both restaurant reservations and auditorium crowd control notices.,Yes,B_A,restaurant reservations,auditorium crowd control notices,graduation
284,An increase in astronomy class signups leads to an increase in telescope malfunction reports during space science.,No,An increase in space science leads to an increase in both astronomy class signups and telescope malfunction reports.,Yes,B_A,astronomy class signups,telescope malfunction reports,space science
285,An increase in roadside snack purchases leads to an increase in scenic route slowdowns during fall foliage peak.,No,An increase in fall foliage peak leads to an increase in both roadside snack purchases and scenic route slowdowns.,Yes,B_A,roadside snack purchases,scenic route slowdowns,fall foliage peak
286,An increase in handmade soap sales leads to an increase in plumbing clogs during craft producers fair.,No,An increase in craft producers fair leads to an increase in both handmade soap sales and plumbing clogs.,Yes,B_A,handmade soap sales,plumbing clogs,craft producers fair
287,An increase in warehouse storage rentals leads to an increase in shipping container backlogs during port congestion period.,No,An increase in port congestion period leads to an increase in both warehouse storage rentals and shipping container backlogs.,Yes,B_A,warehouse storage rentals,shipping container backlogs,port congestion period
288,An increase in e-bike helmet sales leads to an increase in emergency drill calls during urban cycling week.,No,An increase in urban cycling week leads to an increase in both e-bike helmet sales and emergency drill calls.,Yes,B_A,e-bike helmet sales,emergency drill calls,urban cycling week
289,An increase in appliance purchases leads to an increase in parking lot shortages during sales tax holiday.,No,An increase in sales tax holiday leads to an increase in both appliance purchases and parking lot shortages.,Yes,B_A,appliance purchases,parking lot shortages,sales tax holiday
290,An increase in bird feeder purchases leads to an increase in pest control calls during spring birdwatching month.,No,An increase in spring birdwatching month leads to an increase in both bird feeder purchases and pest control calls.,Yes,B_A,bird feeder purchases,pest control calls,spring birdwatching month
291,An increase in library occupancy leads to an increase in quiet zone violations during university finals.,No,An increase in university finals leads to an increase in both library occupancy and quiet zone violations.,Yes,B_A,library occupancy,quiet zone violations,university finals
292,An increase in chocolate fountain rentals leads to an increase in electrical short reports during wedding gala.,No,An increase in wedding gala leads to an increase in both chocolate fountain rentals and electrical short reports.,Yes,B_A,chocolate fountain rentals,electrical short reports,wedding gala
293,An increase in furnace tune-up appointments leads to an increase in call center wait times during home heating subsidy rollout.,No,An increase in home heating subsidy rollout leads to an increase in both furnace tune-up appointments and call center wait times.,Yes,B_A,furnace tune-up appointments,call center wait times,home heating subsidy rollout
294,An increase in power drill sales leads to an increase in noise complaints during DIY expo week.,No,An increase in DIY expo week leads to an increase in both power drill sales and noise complaints.,Yes,B_A,power drill sales,noise complaints,DIY expo week
295,An increase in public transit card reloads leads to an increase in carpool sign-ups during gas price surge.,No,An increase in gas price surge leads to an increase in both public transit card reloads and carpool sign-ups.,Yes,B_A,public transit card reloads,carpool sign-ups,gas price surge
296,An increase in solar lantern sales leads to an increase in battery disposal notices during sustainability festival.,No,An increase in sustainability festival leads to an increase in both solar lantern sales and battery disposal notices.,Yes,B_A,solar lantern sales,battery disposal notices,sustainability festival
297,An increase in campground bookings leads to an increase in scenic overlook crowding during road trip season.,No,An increase in road trip season leads to an increase in both campground bookings and scenic overlook crowding.,Yes,B_A,campground bookings,scenic overlook crowding,road trip season
298,An increase in smart thermostat sales leads to an increase in repair hotline calls during energy-saving month.,No,An increase in energy-saving month leads to an increase in both smart thermostat sales and repair hotline calls.,Yes,B_A,smart thermostat sales,repair hotline calls,energy-saving month
299,An increase in swimming pool admissions leads to an increase in dehydration aid requests during heat advisory.,No,An increase in heat advisory leads to an increase in both swimming pool admissions and dehydration aid requests.,Yes,B_A,swimming pool admissions,dehydration aid requests,heat advisory
300,An increase in cultural costume sales leads to an increase in traffic checkpoint delays during heritage parade.,No,An increase in heritage parade leads to an increase in both cultural costume sales and traffic checkpoint delays.,Yes,B_A,cultural costume sales,traffic checkpoint delays,heritage parade
301,An increase in portable fan sales leads to an increase in workplace heat complaints during factory heat advisory days.,No,An increase in factory heat advisory days leads to an increase in both portable fan sales and workplace heat complaints.,Yes,B_A,portable fan sales,workplace heat complaints,factory heat advisory days
302,An increase in rock climbing shoe sales leads to an increase in chalk supply shortages during indoor climbing.,No,An increase in indoor climbing leads to an increase in both rock climbing shoe sales and chalk supply shortages.,Yes,B_A,rock climbing shoe sales,chalk supply shortages,indoor climbing
303,An increase in snow shovel sales leads to an increase in roof collapse reports during heavy snowfall week.,No,An increase in heavy snowfall week leads to an increase in both snow shovel sales and roof collapse reports.,Yes,B_A,snow shovel sales,roof collapse reports,heavy snowfall week
304,An increase in lantern painting kit sales leads to an increase in park litter citations during cultural crafts fair.,No,An increase in cultural crafts fair leads to an increase in both lantern painting kit sales and park litter citations.,Yes,B_A,lantern painting kit sales,park litter citations,cultural crafts fair
305,An increase in electric scooter rentals leads to an increase in curbside collision reports during downtown car-free festival.,No,An increase in downtown car-free festival leads to an increase in both electric scooter rentals and curbside collision reports.,Yes,B_A,electric scooter rentals,curbside collision reports,downtown car-free festival
306,An increase in drone photography bookings leads to an increase in restricted flight zone notices during aerial art festival.,No,An increase in aerial art festival leads to an increase in both drone photography bookings and restricted flight zone notices.,Yes,B_A,drone photography bookings,restricted flight zone notices,aerial art festival
307,An increase in online course enrollments leads to an increase in internet outage complaints during remote learning.,No,An increase in remote learning leads to an increase in both online course enrollments and internet outage complaints.,Yes,B_A,online course enrollments,internet outage complaints,remote learning
308,An increase in bicycle helmet sales leads to an increase in registration line backups during school bike-to-school day.,No,An increase in school bike-to-school day leads to an increase in both bicycle helmet sales and registration line backups.,Yes,B_A,bicycle helmet sales,registration line backups,school bike-to-school day
309,An increase in board game sales leads to an increase in space shortage complaints during family gathering holidays.,No,An increase in family gathering holidays leads to an increase in both board game sales and space shortage complaints.,Yes,B_A,board game sales,space shortage complaints,family gathering holidays
310,An increase in hiking flashlight sales leads to an increase in trail closure alerts during night hiking festival.,No,An increase in night hiking festival leads to an increase in both hiking flashlight sales and trail closure alerts.,Yes,B_A,hiking flashlight sales,trail closure alerts,night hiking festival
311,An increase in graduation cap sales leads to an increase in public transport rerouting during university graduation.,No,An increase in university graduation leads to an increase in both graduation cap sales and public transport rerouting.,Yes,B_A,graduation cap sales,public transport rerouting,university graduation
312,An increase in festival drum sales leads to an increase in earplug distribution during drumming celebration.,No,An increase in drumming celebration leads to an increase in both festival drum sales and earplug distribution.,Yes,B_A,festival drum sales,earplug distribution,drumming celebration
